name,description,stars,language,forks,url,created_at,updated_at,open_issues,default_branch,contributors_count,commits_count,topics,watchers,size,has_wiki,has_projects,has_issues,has_pages,releases_count,language_detected,package.json,package-lock.json,composer.json,composer.lock,vite.config.js,angular.json,tsconfig.json,babel.config.js,postcss.config.js,vue.config.js,category
infernojs/inferno,":fire: An extremely fast, React-like JavaScript library for building modern user interfaces",16080,JavaScript,635,https://github.com/infernojs/inferno,2015-02-01,2024-10-12,40,master,182,6278,"['inferno', 'vdom', 'performance', 'react', 'javascript-library', 'inferno-js', 'jsx', 'inferno-component']",16080,43083,True,False,True,True,187,en,True,True,False,False,False,False,True,False,False,False,Componente UX
kbrsh/moon,🌙 The minimal & fast library for functional user interfaces,5997,JavaScript,200,https://github.com/kbrsh/moon,2016-07-14,2024-10-10,14,master,7,2345,"['moon', 'javascript', 'ui', 'functional-programming']",5997,40083,True,True,True,True,29,en,True,False,False,False,False,False,False,True,False,False,Componente UX
day8/re-frame,"A ClojureScript framework for building user interfaces, leveraging React",5421,Clojure,715,https://github.com/day8/re-frame,2014-12-05,2024-10-09,18,master,179,2786,"['reagent', 'clojurescript', 're-frame', 'spa', 'react']",5421,81512,True,False,True,True,42,en,True,True,False,False,False,False,False,False,False,False,Componente UX
containers/podman-desktop,"Podman Desktop is the best free and open source tool to work with Containers and Kubernetes for developers. Get an intuitive and user-friendly interface to effortlessly build, manage, and deploy containers and Kubernetes — all from your desktop.",4722,TypeScript,299,https://github.com/containers/podman-desktop,2022-03-03,2024-10-12,535,main,106,5416,"['containers', 'ui', 'tray-application', 'desktop', 'podman', 'podman-desktop', 'container', 'kubernetes', 'hacktoberfest', 'docker']",4722,616026,True,True,True,True,48,en,True,False,False,False,False,False,False,False,False,False,Aplicação UX
redom/redom,Tiny (2 KB) turboboosted JavaScript library for creating user interfaces.,3421,JavaScript,127,https://github.com/redom/redom,2016-08-28,2024-09-29,4,master,40,1220,"['javascript', 'dom', 'html5', 'web-development', 'redom', 'tiny']",3421,8656,True,True,True,True,59,en,True,True,False,False,False,False,False,False,False,False,Componente UX
capricorn86/happy-dom,A JavaScript implementation of a web browser without its graphical user interface,3293,TypeScript,201,https://github.com/capricorn86/happy-dom,2019-09-09,2024-10-12,210,master,114,2073,"['javascript', 'typescript', 'nodejs', 'html', 'dom', 'browser', 'whatwg', 'react', 'angular', 'vue', 'lit-element', 'lit-html', 'web-components', 'vitest', 'jest', 'bun', 'testing-library', 'svelte']",3293,10045,True,True,True,False,522,en,True,True,False,False,False,False,False,False,False,False,Componente UX
jekyll/jekyll-admin,A Jekyll plugin that provides users with a traditional CMS-style graphical interface to author content and administer Jekyll sites. ,2834,JavaScript,362,https://github.com/jekyll/jekyll-admin,2016-05-19,2024-10-12,79,master,33,1487,"['jekyll-plugin', 'javascript', 'react', 'jekyll', 'cms', 'ruby']",2834,8122,False,True,True,True,20,en,True,True,False,False,False,False,False,False,False,False,Componente UX
pmndrs/uikit,🎨 user interfaces for react-three-fiber,2619,TypeScript,135,https://github.com/pmndrs/uikit,2024-02-15,2024-10-12,28,main,20,329,"['flexbox', 'r3f', 'react', 'threejs', 'typescript', 'uikit', 'userinterface', 'yoga']",2619,197302,True,True,True,True,5,en,True,False,False,False,False,False,True,False,False,False,Componente UX
open-source-labs/Svelvet,"🎛 A Svelte library for building dynamic, infinitely customizable node-based user interfaces and flowcharts",2570,Svelte,165,https://github.com/open-source-labs/Svelvet,2022-05-06,2024-10-12,72,main,26,730,"['diagrams', 'flowcharts', 'library', 'npm', 'svelte', 'sveltekit', 'opensource', 'devtool', 'typescript']",2570,39405,True,True,True,False,11,en,True,True,False,False,False,False,True,False,False,False,Componente UX
mosch/react-avatar-editor,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,2362,TypeScript,369,https://github.com/mosch/react-avatar-editor,2014-12-12,2024-10-11,26,main,60,589,"['react', 'avatar', 'crop', 'javascript', 'image', 'profile-picture-component']",2362,19798,False,False,True,False,16,en,True,False,False,False,False,False,False,False,False,False,Componente UX
gabrielrcouto/php-gui,Extensionless PHP Graphic User Interface library,2243,PHP,175,https://github.com/gabrielrcouto/php-gui,2016-03-25,2024-10-12,35,master,24,172,[],2243,143353,True,True,True,True,2,en,False,False,True,False,False,False,False,False,False,False,Componente UX
vinibiavatti1/TuiCss,Text-based user interface CSS library,1588,SCSS,69,https://github.com/vinibiavatti1/TuiCss,2018-09-12,2024-10-12,4,master,7,163,"['css', 'framework', 'framework-css', 'html5', 'turbo-vision', 'tui', 'text-based', 'ascii', 'msdos', 'curses', 'ncurses', 'layout', 'terminal', 'window']",1588,1221,True,True,True,True,6,en,True,True,False,False,False,False,False,False,False,False,Componente UX
SAP/ui5-webcomponents,UI5 Web Components - the enterprise-flavored sugar on top of native APIs! Build SAP Fiori user interfaces with the technology of your choice.,1520,HTML,264,https://github.com/SAP/ui5-webcomponents,2019-01-24,2024-10-12,290,main,100,5447,"['open-source', 'ui5', 'ui5-webcomponents', 'web-component', 'webcomponent']",1520,94337,True,True,True,True,258,en,True,False,False,False,True,False,False,False,False,False,Componente UX
antonmedv/monkberry,Monkberry is a JavaScript library for building web user interfaces,1492,JavaScript,78,https://github.com/antonmedv/monkberry,2015-06-23,2024-10-05,26,master,5,310,[],1492,581,False,False,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX
mgmeyers/obsidian-style-settings,"A dynamic user interface for adjusting theme, plugin, and snippet CSS variables within Obsidian",1214,TypeScript,104,https://github.com/mgmeyers/obsidian-style-settings,2021-03-28,2024-10-11,70,main,11,141,"['obsidian-md', 'obsidian-plugin', 'obsidian']",1214,435,True,True,True,False,49,en,True,False,False,False,False,False,True,True,False,False,Componente UX
Zerx0r/Kage,Kage is Graphical User Interface for Metasploit Meterpreter and Session Handler,1165,Vue,286,https://github.com/Zerx0r/Kage,2018-11-16,2024-10-09,21,master,2,31,"['kage-ui', 'metasploit-framework', 'kage', 'vue-electron', 'electron', 'rat', 'msfrpc', 'metasploit', 'msfvenom', 'msf-gui']",1165,895,True,True,True,False,1,en,True,False,False,False,False,False,False,False,False,False,Componente UX
d3ward/toolz, Easy-to-use interface and extensive collection of testing tools for optimizing performance and user experience.,1156,EJS,99,https://github.com/d3ward/toolz,2019-09-01,2024-10-12,13,master,8,211,"['webtools', 'adblock', 'test', 'viewport-units', 'fonts']",1156,1177,False,False,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Ferramenta UX
dyo/dyo,Dyo is a JavaScript library for building user interfaces.,948,JavaScript,39,https://github.com/dyo/dyo,2016-06-08,2024-09-18,3,master,8,1332,"['javascript', 'framework', 'virtual-dom']",948,6682,False,False,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX
zircleUI/zircleUI,🚀 zircle-ui is a frontend library to develop zoomable user interfaces.,939,Vue,62,https://github.com/zircleUI/zircleUI,2017-08-17,2024-09-26,0,master,6,572,"['javascript', 'html', 'css', 'vue', 'zircle-ui', 'design', 'uikit', 'ui-components', 'frontend-library', 'experimental']",939,4790,False,False,True,True,17,en,True,True,False,False,False,False,False,True,True,False,Componente UX
dec0dOS/zero-ui,ZeroUI - ZeroTier Controller Web UI - is a web user interface for a self-hosted ZeroTier network controller.,934,JavaScript,149,https://github.com/dec0dOS/zero-ui,2021-03-21,2024-10-12,41,main,10,322,"['zerotier', 'zerotier-one', 'sd-wan', 'vpn', 'zero-ui', 'sdn', 'sdn-controller', 'zerotier-controller', 'docker', 'nodejs', 'react']",934,7455,False,False,True,False,0,en,True,False,False,False,False,False,True,False,False,False,Componente UX
garbles/yolk,:egg: A library for building asynchronous user interfaces.,925,JavaScript,32,https://github.com/garbles/yolk,2015-09-02,2024-09-29,19,master,13,479,[],925,1414,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX
eduardolat/pgbackweb,🐘 Effortless PostgreSQL backups with a user-friendly web interface! 🌐💾,862,Go,40,https://github.com/eduardolat/pgbackweb,2024-07-19,2024-10-12,22,main,2,443,"['backup', 'backups', 'database', 'postgres', 'postgresql', 'restore', 's3']",862,1200,True,True,True,False,5,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
elix/elix,"High-quality, customizable web components for common user interface patterns",824,JavaScript,39,https://github.com/elix/elix,2016-11-21,2024-10-07,12,main,12,2716,"['webcomponents', 'web-components', 'user-interface', 'javascript']",824,21737,True,True,True,False,48,en,True,True,False,False,False,False,True,False,False,False,Componente UX
rphlr/42-Evals,"A curated collection of official 42 School evaluation sheets 📄✅, complete with a user-friendly web interface for streamlined navigation and self-assessment. 🖥️🚀 Explore, prepare, and excel in your peer evaluations. For the full experience, visit my web page!",785,JavaScript,62,https://github.com/rphlr/42-Evals,2023-02-03,2024-10-12,1,main,4,18408,"['42', '42born2code', '42school', '42-school', '42correction', '42cursus', '42lausanne', '42madrid', '42paris', '42projects']",785,105279,True,False,True,True,0,en,True,True,False,False,False,False,True,False,False,False,Aplicação UX
nextapps-de/mikado,Mikado is the webs fastest template library for building user interfaces.,775,JavaScript,34,https://github.com/nextapps-de/mikado,2019-09-04,2024-10-11,4,master,9,283,"['template', 'templates', 'template-engine', 'templating', 'template-library', 'rendering-engine', 'virtual-dom', 'handlebars', 'mustache', 'mustache-templates', 'handlebars-template', 'reactive', 'observable', 'high-performance', 'express-middleware', 'server-side-rendering']",775,2869,True,True,True,True,19,en,True,True,False,False,False,False,False,False,False,False,Componente UX
grammarly/focal,Program user interfaces the FRP way.,723,TypeScript,34,https://github.com/grammarly/focal,2017-03-07,2024-10-12,12,master,14,463,"['typescript', 'react', 'rxjs', 'state-management', 'lenses']",723,1368,True,True,True,False,19,en,True,False,False,False,False,False,False,False,False,False,Componente UX
pengxiaotian/datav-vue,A Powerful Data Visualization Tool. Uses TypeScript And Vue3. Scenario-specific templates. User-friendly interfaces. 一款数据可视化应用搭建工具,715,Vue,205,https://github.com/pengxiaotian/datav-vue,2021-03-06,2024-08-28,16,main,2,399,"['vue3', 'vue', 'echarts', 'echarts5', 'typescript', 'datav', 'data-visualization', 'visualization', 'big-data', 'pinia']",715,105487,True,True,True,True,0,en,True,False,False,False,False,False,True,True,False,False,Componente UX
phibr0/obsidian-commander,Commander - Obsidian Plugin | Add Commands to every part of Obsidian's user interface,697,TypeScript,36,https://github.com/phibr0/obsidian-commander,2022-04-21,2024-10-12,85,main,10,92,"['obsidian', 'obsidian-md', 'obsidian-plugin']",697,417,False,False,True,False,35,en,True,True,False,False,False,False,True,False,False,False,Componente UX
neo4j/neo4j-browser,"Neo4j Browser is the general purpose user interface for working with Neo4j. Query, visualize, administrate and monitor the database.",688,TypeScript,347,https://github.com/neo4j/neo4j-browser,2015-11-11,2024-10-11,75,master,96,6258,"['neo4j', 'graph-app']",688,255677,True,False,True,True,98,en,True,False,False,False,False,False,True,True,True,False,Aplicação UX
MishanPoudel/Windows11-3.0,Experience the look and feel of Windows 11 directly in your browser with this web-based clone. Enjoy a similar user interface and functionality.,653,JavaScript,115,https://github.com/MishanPoudel/Windows11-3.0,2024-03-27,2024-10-12,2,main,1,113,"['clone-app', 'portfolio', 'portfolio-website', 'reactjs', 'windows-11', 'windows-11-web']",653,8560,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
MohmmedAshraf/laravel-translations,"Laravel Translations UI package provides a user-friendly interface for managing translations in your Laravel application. It simplifies tasks such as adding, editing, deleting, and exporting translations. The package also includes a handy search feature and the ability to invite collaborators for easy translation management",623,PHP,86,https://github.com/MohmmedAshraf/laravel-translations,2022-11-13,2024-10-12,9,main,20,153,"['laravel', 'inertia', 'inertiajs', 'spatie', 'tailwind', 'tailwindcss', 'translation', 'translation-management', 'typescript', 'vue']",623,3588,False,False,True,False,28,en,True,True,True,False,True,False,True,False,True,False,Aplicação UX
ekvedaras/redis-gui,🔬 Modern graphical user interface to peek into redis database,563,Vue,36,https://github.com/ekvedaras/redis-gui,2020-08-22,2024-10-11,0,main,4,422,"['redis', 'gui', 'electron', 'vue', 'redis-gui']",563,5725,False,False,True,False,27,en,True,False,False,False,False,False,False,False,True,False,Componente UX
shamansir/rpd,:ok_hand: A Minimal Engine for creating Node-Based Visual Programming User Interfaces,443,JavaScript,48,https://github.com/shamansir/rpd,2014-12-16,2024-10-08,210,master,3,1272,"['kefir', 'reactive-streams', 'reactive-programming', 'generative-art', 'flow-based-programming', 'dataflow-programming', 'graphics-programming', 'visualisation', 'pure-data', 'streams', 'rpd-engine', 'javascript']",443,18517,True,True,True,True,5,en,True,False,False,False,False,False,False,False,False,False,Componente UX
bem/bem-react,A set of tools for developing user interfaces using the BEM methodology in React,440,TypeScript,64,https://github.com/bem/bem-react,2016-06-01,2024-10-04,43,master,42,899,"['react', 'bem', 'declarative', 'react-components', 'bem-methodology']",440,2774,False,False,True,True,42,en,True,False,False,False,False,False,True,False,False,False,Componente UX
Famous/framework,Build expressive user interfaces with consistent code and reusable components,396,JavaScript,65,https://github.com/Famous/framework,2015-05-26,2024-07-14,31,develop,15,1634,[],396,13158,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX
Authman2/Mosaic,🎨 A front-end JavaScript library for building user interfaces!,385,TypeScript,11,https://github.com/Authman2/Mosaic,2019-01-04,2024-03-26,0,master,1,300,"['front-end', 'ui', 'components', 'javascript', 'webcomponents']",385,782,True,True,True,False,14,en,True,False,False,False,False,False,True,False,False,False,Componente UX
solidjs-community/solid-aria,A library of high-quality primitives that help you build accessible user interfaces with SolidJS.,289,TypeScript,16,https://github.com/solidjs-community/solid-aria,2022-04-21,2024-09-11,14,main,4,316,[],289,1334,True,True,True,False,100,en,True,False,False,False,False,False,True,False,False,False,Componente UX
arunbandari/mongo-gui,A web-based MongoDB graphical user interface,284,TypeScript,86,https://github.com/arunbandari/mongo-gui,2019-11-30,2024-09-28,54,master,8,196,"['mongodb', 'nodejs', 'angular', 'user-interface', 'gui', 'npm-package']",284,31004,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Componente UX
rdub80/aframe-gui,Graphical User Interface Component Framework for A-Frame VR,280,JavaScript,65,https://github.com/rdub80/aframe-gui,2017-06-24,2024-09-05,31,master,5,246,[],280,120558,True,True,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX
kor-ui/kor,User Interface Component Library based on LitElement / lit-html,273,TypeScript,20,https://github.com/kor-ui/kor,2019-11-25,2024-09-29,16,develop,5,447,"['kor', 'litelement', 'webcomponents', 'lit-element', 'lit-html', 'design-system']",273,5714,True,True,True,False,13,en,True,True,False,False,False,False,True,False,False,False,Componente UX
obsfx/libgen-downloader,A simple tool to search and download ebooks from libgen via terminal user interface.,262,TypeScript,26,https://github.com/obsfx/libgen-downloader,2019-12-21,2024-10-06,27,master,2,325,"['libgen', 'libgenesis', 'typescript', 'nodejs', 'command-line-tool', 'command-line', 'cli', 'react', 'ink', 'zustand', 'tui', 'terminal', 'user', 'interface', 'bulk-downloading', 'libgen-downloader', 'libgen-servers', 'download-ebooks']",262,90055,True,True,True,True,13,en,True,True,False,False,False,False,True,False,False,False,Componente UX
ioanmo226/chatgpt-web-application,A web application that allows users to interact with various OpenAI's models through a simple and user-friendly interface.,249,JavaScript,104,https://github.com/ioanmo226/chatgpt-web-application,2023-01-27,2024-10-08,0,master,3,51,"['chatgpt', 'chatgpt-clone', 'openai', 'ai', 'dalle', 'dalle2', 'davinci-003', 'gpt3', 'image-generation', 'highlight-js', 'markdown-to-html', 'express', 'audio-text', 'whisper']",249,19576,True,True,True,False,4,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
wfp/designsystem,World Food Programme User Interface Kit. Developer kit for implementing WFP web style guideline.,222,JavaScript,103,https://github.com/wfp/designsystem,2015-05-27,2024-10-09,34,master,16,2370,"['js', 'reactjs', 'unitednations', 'worldfoodprogramme']",222,68855,True,True,True,False,28,en,True,True,False,False,False,False,False,False,False,False,Ferramenta UX
sauzy34/react-native-multi-selectbox,Platform independent (Android / iOS) Selectbox | Picker | Multi-select | Multi-picker. The idea is to bring out the common user interface & user experience on both platforms.,212,JavaScript,32,https://github.com/sauzy34/react-native-multi-selectbox,2019-07-30,2024-07-20,47,master,3,52,"['react-native-select', 'react-native-component', 'react-native', 'react', 'selectbox', 'dropdown', 'picker', 'expo', 'expo-picker', 'expo-select', 'expo-selectbox', 'expo-multi-select', 'react-native-multiselect', 'multi-select', 'expo-dropdown']",212,2535,True,True,True,False,6,en,True,False,False,False,False,False,False,True,False,False,Componente UX
itchief/ui-components,web components for creating user interface,211,HTML,352,https://github.com/itchief/ui-components,2018-07-01,2024-10-09,2,master,3,246,[],211,1682,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX
jhipster/jhipster-online,JHipster Online lets you generate your JHipster projects through a user friendly web interface. ,205,Java,139,https://github.com/jhipster/jhipster-online,2017-07-18,2024-10-01,23,main,39,960,"['jhipster', 'jhipster-generator', 'cloud', 'development-platform', 'web-applications', 'microservices', 'hacktoberfest']",205,6298,False,True,True,False,66,en,True,False,False,False,False,True,True,False,False,False,Aplicação UX
strveJs/strve,"A approachable, fast, flexible and lightweight JavaScript library for building user interfaces.",201,JavaScript,18,https://github.com/strveJs/strve,2021-09-24,2024-09-12,3,main,3,127,"['javascript', 'library', 'frontend', 'virtualdom', 'strve', 'strve-js', 'jsx']",201,476,True,True,True,False,1,en,True,False,False,False,False,False,True,False,False,False,Componente UX
SAP/fundamental-styles,SAP Design System component library for building SAP user interfaces with any web technology.,185,HTML,59,https://github.com/SAP/fundamental-styles,2019-05-16,2024-10-08,16,main,75,6069,['open-source'],185,456319,True,True,True,True,645,en,True,False,False,False,False,False,True,False,False,False,Componente UX
awesome-yasin/PDF-Verse,"PDF Verse is a powerful web based PDF Editor with tools for editing, converting, and manipulating PDFs. Merge, compress, add or remove pages, or extract text using OCR technology. Convert PDF to DOC, Excel, PPT, JPG, PNG, Text and many more format as well and vice versa. PDF Verse also has user-friendly interface and wide range of features as well",185,JavaScript,52,https://github.com/awesome-yasin/PDF-Verse,2023-04-16,2024-10-11,4,master,4,76,"['pdf', 'pdf-compressor', 'pdf-editor', 'watermark-pdf', 'ilovepdf', 'merge-pdf', 'pdf-converter', 'pdf-lib', 'split-pdf', 'pdftoword', 'splitpdf', 'pdfeditor', 'adobe-acrobat', 'pdf-to-jpg', 'pdf-to-json', 'pdf-to-png', 'pdf-to-image-converter', 'pdf-to-jpg-converter', 'pdf-to-png-converter']",185,55607,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
smallcase/react-native-simple-biometrics,simple interface to verify user authenticity,183,Java,16,https://github.com/smallcase/react-native-simple-biometrics,2021-02-08,2024-10-08,4,master,4,67,"['react-native', 'biometrics', 'fingerprint', 'authentication', 'faceid', 'android', 'ios']",183,2518,True,True,True,False,10,en,True,False,False,False,False,False,True,True,False,False,Componente UX
oslabs-beta/Ahoy,Ahoy! is a GUI tool for DevOps engineers which distills the many functions of Helm into a user-friendly interface. ,183,JavaScript,16,https://github.com/oslabs-beta/Ahoy,2021-04-17,2024-08-31,15,main,4,232,"['helm', 'minikube', 'docker', 'kubernetes', 'ahoy', 'devops', 'devops-tools']",183,15848,True,True,True,True,1,en,True,True,False,False,False,False,False,False,True,False,Aplicação UX
tableaunoir/tableaunoir,"An online blackboard  🖉 with fridge magnets 🌈🧲 for teaching, and making animations 🏃 and presentations ⎚. All of that in a lightweight user interface, and without coding.",183,TypeScript,30,https://github.com/tableaunoir/tableaunoir,2020-09-01,2024-10-11,37,master,15,1179,"['board', 'online-board', 'whiteboard', 'blackboard', 'teaching', 'magnets', 'course', 'lecture', 'electron', 'draw', 'fridge-magnets', 'electron-app', 'webapp', 'offline', 'collaborative-editing', 'collaborative', 'music', 'latex', 'education', 'whiteboard-solution']",183,12741,True,True,True,False,3,en,True,True,False,False,False,False,True,False,False,False,Aplicação UX
microsoft/react-dag-editor,React component to create graphic user interface with:  - draggable nodes with ports and edges on a directed graph editor. - extensibility to customize the widgets or behaviors. - accessbility and testability support,181,TypeScript,13,https://github.com/microsoft/react-dag-editor,2021-05-25,2024-10-12,6,main,9,126,[],181,94108,True,True,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX
owsolutions/angular5-iot-dashboard,"Multipurpose dashboard admin for IoT softwares, remote control, user interface. Develop your client dashboards in Angular 5 with vast variety of components available.",171,TypeScript,84,https://github.com/owsolutions/angular5-iot-dashboard,2017-06-09,2024-09-24,28,master,6,333,"['angular4', 'socketio', 'javascript', 'typescript', 'angular-iot-dashboard', 'iot', 'dashboard', 'angular', 'angular5', 'iot-platform', 'monitoring', 'realtime', 'angular2', 'iot-components', 'remote', 'remote-control', 'remote-sensing']",171,76097,True,True,True,True,56,en,True,True,False,False,False,False,True,False,False,False,Componente UX
freedomofpress/sunder,Sunder is a user-friendly graphical interface for Shamir's Secret Sharing.,160,JavaScript,13,https://github.com/freedomofpress/sunder,2015-12-22,2024-01-13,12,master,13,428,[],160,1996,True,False,True,False,2,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
feathersui/feathersui-openfl,Cross-platform graphical user interface components for creative frontend projects — powered by Haxe and OpenFL,160,Haxe,17,https://github.com/feathersui/feathersui-openfl,2019-06-25,2024-10-10,52,master,8,2765,"['haxe', 'openfl', 'user-interface', 'ui', 'gui', 'cross-platform', 'frontend', 'feathers-ui', 'multi-platform']",160,11718,True,True,True,True,18,en,True,False,False,False,False,False,False,False,False,False,Componente UX
starknet-io/starkgate-frontend,Bridge interface allows users to transfer ERC20 tokens from Ethereum to StarkNet and vice versa.,150,JavaScript,85,https://github.com/starknet-io/starkgate-frontend,2021-11-24,2024-10-07,15,master,1,7,"['starkware', 'starknet', 'bridge', 'ethereum', 'erc20-tokens', 'erc20', 'react', 'javascript', 'react-hooks']",150,7130,True,True,True,False,3,en,True,False,False,False,False,False,False,False,False,False,Componente UX
louh/lcars,A responsive layout for Star Trek's LCARS user interface made completely in HTML/CSS/JavaScript.,150,Vue,18,https://github.com/louh/lcars,2020-08-25,2024-10-12,1,main,1,84,"['startrek', 'lcars', 'css-grid', 'vue', 'vuejs', 'snowpack']",150,15978,False,False,True,False,0,en,True,True,False,False,True,False,True,False,False,False,Componente UX
SolidOS/solid-ui,User Interface widgets and utilities for Solid,147,TypeScript,39,https://github.com/SolidOS/solid-ui,2016-04-21,2024-09-18,150,main,23,1942,"['running-code', 'storybook', 'typescript', 'forms']",147,138184,True,True,True,True,20,en,True,True,False,False,False,False,True,False,False,False,Componente UX
hggeorgiev/CentroUI,CentroUI is a library for building user interfaces for WebVR,141,JavaScript,20,https://github.com/hggeorgiev/CentroUI,2017-05-28,2024-02-18,7,master,3,148,"['virtual-reality', 'ui-components', 'react', 'webvr-framework', 'webvr', 'reactvr', 'uikit', 'vive', 'oculus', 'rift']",141,3900,False,True,True,True,2,en,True,True,False,False,False,False,False,False,False,False,Componente UX
openfext/vue-admin-next,"Professional enterprise application with Vue Composition API, Multi-Module Design, Data Processing Flow and Friendly User Interface.",131,Vue,23,https://github.com/openfext/vue-admin-next,2020-03-29,2024-07-18,1,develop,1,31,"['vuejs', 'vue-composition-api', 'vue-use', 'vue-hooks', 'vue-admin', 'vue-admin-element', 'element-ui', 'admin', 'vue', 'admin-template', 'admin-boilerplate', 'boilerplate', 'enterprise-application', 'composition-api']",131,33545,True,True,True,True,1,en,True,False,False,False,False,False,False,True,False,True,Aplicação UX
DSpace/dspace-angular,DSpace User Interface built on Angular.io,130,TypeScript,426,https://github.com/DSpace/dspace-angular,2016-11-15,2024-10-11,456,main,159,12398,"['dspace', 'typescript', 'ngrx', 'yarn', 'angular', 'angular-ui', 'repository', 'user-interface']",130,79346,False,True,True,False,17,en,True,True,False,False,False,True,True,False,True,False,Componente UX
AXeL-dev/distract-me-not,:no_entry: A lightweight website blocker with a user friendly interface,122,JavaScript,14,https://github.com/AXeL-dev/distract-me-not,2018-11-10,2024-10-03,26,master,5,504,"['browser-extension', 'website-blocker', 'firefox', 'firefox-addon']",122,9604,True,True,True,False,32,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
snapcrunch/electron-preferences,"A simple, consistent interface for managing user preferences within an Electron application.",121,JavaScript,30,https://github.com/snapcrunch/electron-preferences,2018-01-03,2024-08-03,24,development,10,425,[],121,6249,True,True,True,False,14,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
eraeco/joy,JOY is a JavaScript framework for building user interfaces and progressive applications.,120,JavaScript,26,https://github.com/eraeco/joy,2019-01-10,2024-10-10,4,master,7,80,[],120,370,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Aplicação UX
wikimedia/WikimediaUI-Style-Guide,"Wikimedia Design Style Guide with user interface focus, authored by Wikimedia Foundation Design team. ",118,HTML,100,https://github.com/wikimedia/WikimediaUI-Style-Guide,2016-07-14,2024-10-03,0,master,28,599,[],118,326207,False,False,True,False,1,en,True,True,False,False,False,False,False,False,False,False,Ferramenta UX
RocketCommunicationsInc/astro,"Astro UXDS is a collection of guidelines, patterns and components for designing space-based user interface applications.",111,TypeScript,25,https://github.com/RocketCommunicationsInc/astro,2021-09-01,2024-10-10,9,main,23,1701,"['design-system', 'ussf', 'web-components', 'stenciljs', 'astrouxds', 'satellite-tracking', 'space-force', 'ground-resource-management']",111,148764,True,True,True,False,61,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX
red-ninjas/himalaya-ui,"Elevate your Next.js web development with our open-source UI library, offering a comprehensive suite of customizable components for building modern and user-friendly interfaces.",110,HTML,54,https://github.com/red-ninjas/himalaya-ui,2023-10-18,2024-08-27,1,master,3,759,"['app-routing-module', 'framework', 'nextjs13', 'react', 'ui', 'vercel']",110,15989,False,False,True,False,0,en,True,True,False,False,False,False,True,False,False,False,Componente UX
openware/baseapp,OpenDAX Trading user interface,107,HTML,279,https://github.com/openware/baseapp,2019-11-26,2024-09-27,14,2-6-stable,38,1351,"['react', 'trade', 'cryptocurrency', 'frontend', 'crypto-exchange-software', 'opendax']",107,10879,True,False,True,False,0,en,True,False,False,False,False,False,True,False,True,False,Componente UX
LiskArchive/lisk-mobile,📱 Lisk graphical user interface for mobile,103,JavaScript,31,https://github.com/LiskArchive/lisk-mobile,2018-04-26,2024-09-27,13,development,20,5761,[],103,31645,False,True,True,False,42,en,True,False,False,False,False,False,False,True,False,False,Aplicação UX
hamzasaleem2/s3oosh,"S3oosh allows users to upload multiple files at once to S3 Buckets. It provides a drag-and-drop interface for users to easily upload files to a S3 Bucket. The component supports various file types and allows users to set maximum file count, maximum file size, and accepted file types.",101,TypeScript,11,https://github.com/hamzasaleem2/s3oosh,2024-06-10,2024-10-12,0,main,2,13,[],101,158,False,True,True,False,0,en,True,False,False,False,False,False,True,False,False,False,Componente UX
forcedotcom/SFDX-Data-Move-Utility-Desktop-App,"The SFDMU GUI Desktop Application is a comprehensive tool for Salesforce data migration between SF environments or importing/exporting CSV data into SF environments. It builds upon the capabilities of the SFDX Data Move Utility Plugin (SFDMU), offering a user-friendly interface for seamless data management tasks.",99,JavaScript,31,https://github.com/forcedotcom/SFDX-Data-Move-Utility-Desktop-App,2020-01-27,2024-10-04,6,master,8,243,"['sfdmu-plugin', 'sfdx', 'dataloader', 'salesforce-data-loader', 'data-migration', 'data-migration-tool']",99,16225,False,True,False,False,12,en,True,True,False,False,False,False,True,False,False,False,Aplicação UX
