name,Plugins
SolidOS/solid-ui,"['@noble/curves', 'acorn', 'escape-html', 'eslint-plugin-n', 'i', 'mime-types', 'npm', 'pane-registry', 'solid-logic', 'solid-namespace', 'uuid', '@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-optional-chaining', '@babel/plugin-transform-async-to-generator', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-typescript', '@babel/runtime', '@mdx-js/react', '@storybook/addon-actions', '@storybook/addon-docs', '@storybook/addon-essentials', '@storybook/addon-links', '@storybook/builder-webpack5', '@storybook/html', '@storybook/manager-webpack5', '@testing-library/dom', '@testing-library/user-event', '@types/jest', '@types/jsdom', '@types/node', '@types/react', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-loader', 'crypto', 'eslint', 'eslint-config-standard', 'eslint-import-resolver-typescript', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-node', 'eslint-plugin-promise', 'get-random-values', 'html-webpack-plugin', 'husky', 'isomorphic-fetch', 'jest', 'jest-environment-jsdom', 'jsdom', 'lint-staged', 'nock', 'react', 'react-dom', 'react-is', 'ts-jest', 'typedoc', 'typescript', 'webpack', 'webpack-cli']"
hggeorgiev/CentroUI,"['ovrui', 'react', 'react-native', 'three', 'react-vr', 'react-vr-web', 'babel-jest', 'babel-preset-react-native', 'eslint-config-rallycoding', 'jest', 'react-devtools', 'react-test-renderer', 'xopen']"
openfext/vue-admin-next,"['@fext/vue-form-builder', '@fext/vue-use', '@vue/composition-api', 'axios', 'consola', 'copy-text-to-clipboard', 'core-js', 'element-ui', 'json2csv', 'lodash', 'nprogress', 'vee-validate', 'vue', 'vue-router', 'vuex', 'vuex-router-sync', '@commitlint/cli', '@commitlint/config-conventional', '@vue/cli-plugin-babel', '@vue/cli-plugin-eslint', '@vue/cli-plugin-router', '@vue/cli-plugin-unit-jest', '@vue/cli-plugin-vuex', '@vue/cli-service', '@vue/eslint-config-standard', '@vue/test-utils', 'babel-eslint', 'cross-env', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-vue', 'husky', 'lint-staged', 'prettier', 'sass', 'sass-loader', 'vue-template-compiler']"
DSpace/dspace-angular,"['@angular/animations', '@angular/cdk', '@angular/common', '@angular/compiler', '@angular/core', '@angular/forms', '@angular/localize', '@angular/platform-browser', '@angular/platform-browser-dynamic', '@angular/platform-server', '@angular/router', '@angular/ssr', '@babel/runtime', '@kolkov/ngx-gallery', '@ng-bootstrap/ng-bootstrap', '@ng-dynamic-forms/core', '@ng-dynamic-forms/ui-ng-bootstrap', '@ngrx/effects', '@ngrx/router-store', '@ngrx/store', '@ngx-translate/core', '@nicky-lenaers/ngx-scroll-to', 'angulartics2', 'axios', 'bootstrap', 'cerialize', 'cli-progress', 'colors', 'compression', 'cookie-parser', 'core-js', 'date-fns', 'date-fns-tz', 'deepmerge', 'ejs', 'express', 'express-rate-limit', 'fast-json-patch', 'filesize', 'http-proxy-middleware', 'http-terminator', 'isbot', 'js-cookie', 'js-yaml', 'json5', 'jsonschema', 'jwt-decode', 'klaro', 'lodash', 'lru-cache', 'markdown-it', 'mirador', 'mirador-dl-plugin', 'mirador-share-plugin', 'morgan', 'ng2-file-upload', 'ng2-nouislider', 'ngx-infinite-scroll', 'ngx-pagination', 'ngx-ui-switch', 'nouislider', 'pem', 'reflect-metadata', 'rxjs', 'uuid', 'zone.js', '@angular-builders/custom-webpack', '@angular-devkit/build-angular', '@angular-eslint/builder', '@angular-eslint/bundled-angular-compiler', '@angular-eslint/eslint-plugin', '@angular-eslint/eslint-plugin-template', '@angular-eslint/schematics', '@angular-eslint/template-parser', '@angular-eslint/utils', '@angular/cli', '@angular/compiler-cli', '@angular/language-service', '@cypress/schematic', '@fortawesome/fontawesome-free', '@ngrx/store-devtools', '@ngtools/webpack', '@types/deep-freeze', '@types/ejs', '@types/express', '@types/grecaptcha', '@types/jasmine', '@types/js-cookie', '@types/lodash', '@types/node', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@typescript-eslint/rule-tester', '@typescript-eslint/utils', 'axe-core', 'compression-webpack-plugin', 'copy-webpack-plugin', 'cross-env', 'cypress', 'cypress-axe', 'deep-freeze', 'eslint', 'eslint-plugin-deprecation', 'eslint-plugin-dspace-angular-html', 'eslint-plugin-dspace-angular-ts', 'eslint-plugin-import', 'eslint-plugin-import-newlines', 'eslint-plugin-jsdoc', 'eslint-plugin-jsonc', 'eslint-plugin-lodash', 'eslint-plugin-rxjs', 'eslint-plugin-simple-import-sort', 'eslint-plugin-unused-imports', 'express-static-gzip', 'jasmine', 'jasmine-core', 'jasmine-marbles', 'karma', 'karma-chrome-launcher', 'karma-coverage-istanbul-reporter', 'karma-jasmine', 'karma-jasmine-html-reporter', 'karma-mocha-reporter', 'ng-mocks', 'ngx-mask', 'nodemon', 'postcss', 'postcss-import', 'postcss-loader', 'postcss-preset-env', 'rimraf', 'sass', 'sass-loader', 'sass-resources-loader', 'ts-node', 'typescript', 'webpack', 'webpack-cli', 'webpack-dev-server']"
AXeL-dev/distract-me-not,"['bcryptjs', 'copy-to-clipboard', 'date-fns', 'evergreen-ui', 'fuzzaldrin-plus', 'lodash', 'omgopass', 'query-string', 'react', 'react-countdown-circle-timer', 'react-dom', 'react-router-dom', 'react-transition-group', 'sass', 'web-vitals', 'webextension-polyfill', '@craco/craco', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@types/jest', 'copy-webpack-plugin', 'react-scripts', 'release-it', 'release-it-update-manifest-plugin', 'sign-addon', 'web-ext']"
snapcrunch/electron-preferences,"['eventemitter2', 'load-json-file', 'lodash', 'prop-types', 'react-color', 'react-modal', 'serialize-javascript', 'write-json-file', '@babel/core', '@babel/preset-env', '@babel/preset-react', 'babel-core', 'babel-loader', 'cache-loader', 'copy-webpack-plugin', 'css-loader', 'electron', 'eslint', 'eslint-plugin-react', 'react', 'react-dom', 'rimraf', 'sass', 'sass-loader', 'style-loader', 'webpack', 'webpack-cli', 'xo']"
eraeco/joy,['gun']
wikimedia/WikimediaUI-Style-Guide,"['fontfaceobserver', 'normalize.css', 'wikimedia-ui-base', '@lodder/grunt-postcss', 'autoprefixer', 'browserslist-config-wikimedia', 'cssnano', 'eslint-config-wikimedia', 'glob', 'grunt', 'grunt-contrib-concat', 'grunt-contrib-uglify', 'grunt-contrib-watch', 'grunt-eslint', 'grunt-exec', 'grunt-replace', 'grunt-stylelint', 'pixrem', 'postcss', 'postcss-cssnext', 'postcss-custom-properties', 'postcss-import', 'sharp', 'stylelint-config-wikimedia', 'svgo']"
RocketCommunicationsInc/astro,"['@11ty/eleventy-plugin-syntaxhighlight', '@changesets/cli', 'husky', 'lerna', 'prettier', 'pretty-quick']"
red-ninjas/himalaya-ui,"['@babel/runtime', '@fontsource-variable/roboto-mono', '@release-it/conventional-changelog', '@splidejs/splide', 'axios', 'eslint-plugin-prettier', 'fancy-canvas', 'framer-motion', 'moment', 'moment-timezone', 'nextjs13-router-events', 'nookies', 'react-sticky-box', 'react-swipeable', 'release-it', 'use-elapsed-time', '@babel/cli', '@babel/core', '@babel/plugin-transform-block-scoping', '@babel/plugin-transform-class-properties', '@babel/plugin-transform-object-rest-spread', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@fontsource-variable/instrument-sans', '@jest/globals', '@mapbox/rehype-prism', '@mdx-js/loader', '@next/bundle-analyzer', '@next/eslint-plugin-next', '@next/mdx', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-terser', '@styled-jsx/plugin-sass', '@svgr/cli', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/user-event', '@types/glob', '@types/jest', '@types/lodash', '@types/mdx', '@types/mocha', '@types/node', '@types/pngjs', '@types/react', '@types/react-color', '@types/react-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@use-gesture/react', '@vercel/analytics', 'babel-jest', 'babel-plugin-transform-rename-import', 'babel-plugin-tsconfig-paths-module-resolver', 'clean-package', 'cross-env', 'dts-bundle-generator', 'enzyme', 'eslint', 'eslint-config-next', 'eslint-config-prettier', 'eslint-config-ts-lambdas', 'eslint-plugin-import', 'eslint-plugin-markdown', 'eslint-plugin-mdx', 'eslint-plugin-prefer-arrow', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-tsdoc', 'eslint-plugin-unicorn', 'express', 'extract-mdx-metadata', 'fs-extra', 'husky', 'jest', 'jest-environment-jsdom', 'lodash', 'mocha', 'next', 'node-fetch', 'node-sass', 'npm-run-all', 'pngjs', 'prettier', 'prism-react-renderer', 'react', 'react-color', 'react-dom', 'react-live', 'readline', 'reflect-metadata', 'rehype-join-line', 'remark', 'remark-gfm', 'remark-mdx', 'rollup', 'rollup-plugin-local-resolve', 'rxjs', 'sass', 'sharp', 'sitemap', 'strip-markdown', 'styled-jsx', 'styled-jsx-plugin-sass', 'svgo', 'ts-jest', 'ts-node', 'ts-transformer-properties-rename', 'ts-transformer-strip-const-enums', 'tslib', 'tslint', 'tslint-to-eslint-config', 'ttsc', 'typedoc', 'typedoc-json-parser', 'typescript', 'typescript-transform-paths', 'usehooks-ts', 'webpack']"
openware/baseapp,"['@capacitor/android', '@capacitor/cli', '@capacitor/core', '@capacitor/ios', '@ethersproject/providers', '@formatjs/intl-pluralrules', '@formatjs/intl-relativetimeformat', '@ionic/cli', '@openware/cryptofont', '@sentry/browser', '@types/compression-webpack-plugin', '@types/react-select', '@types/ws', '@web3-react/core', '@web3-react/injected-connector', 'axios', 'bitcoincashjs', 'bootstrap', 'compression-webpack-plugin', 'history', 'http-signature', 'i18n-iso-countries', 'immutability-helper', 'javascript-obfuscator', 'js-yaml', 'moment', 'moment-timezone', 'postcss', 'postcss-cli', 'postcss-loader', 'qrcode.react', 'react', 'react-bootstrap', 'react-color', 'react-date-picker', 'react-dom', 'react-fade-in', 'react-ga', 'react-google-recaptcha', 'react-grid-layout', 'react-intl', 'react-maskinput', 'react-perfect-scrollbar', 'react-redux', 'react-router', 'react-router-dom', 'react-scripts', 'react-scroll', 'react-select', 'recharts', 'redux', 'redux-saga', 'redux-sentry-middleware', 'sinon', 'stylelint', 'stylelint-config-standard', 'stylelint-order', 'tslint', 'ua-parser-js', 'ws', '@openware/coding-standards', '@types/axios', '@types/classnames', '@types/enzyme', '@types/enzyme-adapter-react-16', '@types/history', '@types/jest', '@types/jquery', '@types/node', '@types/react', '@types/react-dom', '@types/react-hot-loader', '@types/react-redux', '@types/react-router', '@types/react-router-dom', '@types/react-test-renderer', '@types/webpack-env', 'autoprefixer', 'axios-mock-adapter', 'babel-jest', 'chalk', 'classnames', 'colors', 'cryptocurrency-icons', 'cssnano', 'cypress', 'enzyme', 'enzyme-adapter-react-16', 'enzyme-to-json', 'file-loader', 'header-case-normalizer', 'husky', 'isomorphic-ws', 'jest', 'js-combinatorics', 'npm-run-all', 'postcss-autoreset', 'postcss-hexrgba', 'postcss-import', 'postcss-nested', 'prettier', 'ramda', 'react-app-rewired', 'react-hot-loader', 'react-test-renderer', 'redux-mock-store', 'rimraf', 'source-map-explorer', 'ts-jest', 'ts-node', 'tslint-plugin-prettier', 'typescript', 'webpack', 'webpack-obfuscator']"
LiskArchive/lisk-mobile,"['@babel/eslint-parser', '@craftzdog/react-native-buffer', '@gorhom/bottom-sheet', '@hookform/resolvers', '@liskhq/lisk-client', '@react-native-async-storage/async-storage', '@react-native-camera-roll/camera-roll', '@react-native-clipboard/clipboard', '@react-native-community/art', '@react-native-community/netinfo', '@react-navigation/bottom-tabs', '@react-navigation/compat', '@react-navigation/native', '@react-navigation/stack', '@tanstack/react-query', '@tradle/react-native-http', '@walletconnect/react-native-compat', '@walletconnect/sign-client', '@walletconnect/utils', 'assert', 'await-to-js', 'axios', 'bignumber.js', 'browserify-zlib', 'buffer', 'fbjs', 'hoist-non-react-statics', 'i18next', 'lottie-ios', 'lottie-react-native', 'mobile-protect', 'moment', 'patch-package', 'prop-types', 'qs', 'querystring-es3', 'react', 'react-hook-form', 'react-i18next', 'react-native', 'react-native-app-settings', 'react-native-background-timer', 'react-native-blur-overlay', 'react-native-camera', 'react-native-device-info', 'react-native-document-picker', 'react-native-fingerprint-scanner', 'react-native-fs', 'react-native-gesture-handler', 'react-native-get-random-values', 'react-native-haptic-feedback', 'react-native-image-picker', 'react-native-interactable', 'react-native-keyboard-aware-scroll-view', 'react-native-keyboard-tracking-view', 'react-native-keychain', 'react-native-level-fs', 'react-native-linear-gradient', 'react-native-os', 'react-native-permissions', 'react-native-pie-chart', 'react-native-qrcode-svg', 'react-native-reanimated', 'react-native-safe-area-context', 'react-native-screens', 'react-native-screenshot-prevent', 'react-native-shake', 'react-native-share', 'react-native-ssl-pinning', 'react-native-svg', 'react-native-tcp', 'react-native-toast-message', 'react-native-udp', 'react-native-url-polyfill', 'react-native-vector-icons', 'react-native-wasm', 'react-native-webview', 'react-redux', 'readable-stream', 'redux', 'redux-connect-decorator', 'redux-devtools-extension', 'redux-persist', 'redux-thunk', 'rn-qr-generator', 'string_decoder', 'text-encoding', 'timers-browserify', 'url', 'url-parse', 'util', 'yup', '@babel/core', '@babel/plugin-proposal-decorators', '@babel/plugin-proposal-nullish-coalescing-operator', '@babel/plugin-proposal-optional-chaining', '@babel/plugin-transform-react-jsx-source', '@babel/preset-env', '@babel/preset-stage-2', '@babel/runtime', '@testing-library/jest-native', '@testing-library/react-hooks', '@testing-library/react-native', '@tsconfig/react-native', '@types/jest', '@types/react', '@types/react-test-renderer', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-jest', 'babel-plugin-module-resolver', 'babel-plugin-rewrite-require', 'babel-plugin-transform-class-properties', 'babel-plugin-transform-decorators', 'babel-plugin-transform-decorators-legacy', 'babel-preset-env', 'babel-preset-react', 'console-browserify', 'constants-browserify', 'coveralls', 'cross-fetch', 'detox', 'dns.js', 'domain-browser', 'eslint', 'eslint-import-resolver-alias', 'eslint-import-resolver-typescript', 'eslint-plugin-import', 'eslint-plugin-jest', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'events', 'findit', 'fs-extra', 'glob', 'https-browserify', 'husky', 'i18next-scanner', 'jest', 'jest-circus', 'jest-cli', 'jest-config', 'jest-environment-jsdom', 'jest-junit', 'jest-transform-stub', 'lint-staged', 'metro-react-native-babel-preset', 'msw', 'path-browserify', 'prettier', 'punycode', 'react-devtools', 'react-native-codegen', 'react-native-crypto', 'react-native-randombytes', 'react-test-renderer', 'redux-mock-store', 'rn-nodeify', 'schedule', 'stream-browserify', 'tty-browserify', 'typescript', 'vm-browserify']"
hamzasaleem2/s3oosh,"['@aws-sdk/client-s3', '@aws-sdk/s3-request-presigner', '@radix-ui/react-dialog', '@radix-ui/react-dropdown-menu', '@radix-ui/react-progress', '@radix-ui/react-scroll-area', '@radix-ui/react-slot', '@types/uuid', 'axios', 'class-variance-authority', 'clsx', 'file-selector', 'lucide-react', 'next', 'next-themes', 'react', 'react-dom', 'tailwind-merge', 'tailwindcss-animate', 'uuid', 'typescript', '@types/node', '@types/react', '@types/react-dom', 'postcss', 'tailwindcss', 'eslint', 'eslint-config-next']"
forcedotcom/SFDX-Data-Move-Utility-Desktop-App,"['@electron/remote', '@popperjs/core', 'angular', 'angular-animate', 'angular-messages', 'angular-sanitize', 'angular-ui-router', 'bootstrap', 'class-transformer', 'es6-shim', 'fs-extra', 'jquery', 'jsforce', 'lodash', 'platform-folders', 'ps-tree', 'reflect-metadata', 'soql-parser-js', 'winston', 'winston-daily-rotate-file', '@types/angular', '@types/angular-animate', '@types/angular-sanitize', '@types/angular-ui-router', '@types/angular-wizard', '@types/bootstrap', '@types/fs-extra', '@types/jquery', '@types/jsforce', '@types/ps-tree', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'electron', 'electron-debug', 'eslint', 'typescript']"
HimanshuNarware/CareerZunction_Intern,"['@emailjs/browser', '@reduxjs/toolkit', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'antd', 'axios', 'caniuse-lite', 'json-server', 'react', 'react-dom', 'react-google-recaptcha', 'react-icons', 'react-paginate', 'react-parallax-tilt', 'react-redux', 'react-responsive-carousel', 'react-router-dom', 'react-scripts', 'react-spring', 'styled-components', 'svgo', 'web-vitals', '@babel/plugin-proposal-private-property-in-object']"
karloespiritu/bemskel,"['normalise.scss', 'browser-sync', 'del', 'gulp', 'gulp-autoprefixer', 'gulp-cache', 'gulp-concat', 'gulp-connect', 'gulp-cssnano', 'gulp-eslint', 'gulp-header', 'gulp-rename', 'gulp-sass', 'gulp-size']"
build-security/react-rbac-ui-manager,"['@material-ui/core', '@material-ui/icons', '@material-ui/lab', '@size-limit/preset-small-lib', '@types/react', '@types/react-dom', '@types/styled-components', 'husky', 'react', 'react-dom', 'size-limit', 'styled-components', 'tsdx', 'tslib', 'typescript']"
dckiller51/lovelace-body-miscale-card,"['@lit-labs/scoped-registry-mixin', '@material/mwc-formfield', '@material/mwc-list', '@material/mwc-menu', '@material/mwc-notched-outline', '@material/mwc-ripple', '@material/mwc-select', '@material/mwc-switch', '@material/mwc-textfield', 'custom-card-helpers', 'home-assistant-js-websocket', 'lit', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-decorators', '@rollup/plugin-json', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'eslint', 'eslint-config-airbnb-base', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-prettier', 'prettier', 'rollup', 'rollup-plugin-babel', 'rollup-plugin-commonjs', 'rollup-plugin-node-resolve', 'rollup-plugin-serve', 'rollup-plugin-terser', 'rollup-plugin-typescript2', 'typescript']"
TokenMarketNet/ethereum-smart-contract-transaction-demo,"['elliptic', 'es6-promise', 'ethereumjs-abi', 'ethers-wallet', 'json-loader', 'mobx', 'mobx-react', 'react', 'react-bootstrap', 'react-dom', 'web3', 'babel-cli', 'babel-core', 'babel-eslint', 'babel-loader', 'babel-plugin-array-includes', 'babel-plugin-transform-decorators-legacy', 'babel-plugin-transform-object-assign', 'babel-polyfill', 'babel-preset-es2015', 'babel-preset-react', 'babel-preset-react-hmre', 'babel-preset-stage-0', 'babel-preset-stage-1', 'clean-webpack-plugin', 'css-loader', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'extract-text-webpack-plugin', 'file-loader', 'html-webpack-plugin', 'npm-install-webpack-plugin', 'rimraf', 'sleep', 'style-loader', 'url-loader', 'webpack', 'webpack-async-await', 'webpack-dev-server', 'webpack-merge']"
