name,description,stars,language,forks,url,created_at,updated_at,open_issues,default_branch,contributors_count,commits_count,topics,watchers,size,has_wiki,has_projects,has_issues,has_pages,releases_count,language_detected,package.json,package-lock.json,composer.json,composer.lock,vite.config.js,angular.json,tsconfig.json,babel.config.js,postcss.config.js,vue.config.js,category,Plugins
facebookarchive/react-360,Create amazing 360 and VR content using React,8733,JavaScript,1224,https://github.com/facebookarchive/react-360,2016-12-12,2024-10-10,293,master,38,433,[],8733,80218,False,True,True,True,8,en,True,False,False,False,False,False,False,True,False,False,Componente UX,"['@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-transform-flow-strip-types', '@babel/plugin-transform-modules-commonjs', '@babel/preset-react', 'flow-bin', 'jest', 'lerna']"
mertJF/tailblocks,Ready-to-use Tailwind CSS blocks.,8710,JavaScript,826,https://github.com/mertJF/tailblocks,2020-05-14,2024-10-12,46,master,7,57,"['css', 'tailwind', 'ui-components', 'tailblocks']",8710,26393,True,True,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'html2jade', 'react', 'react-dom', 'react-frame-component', 'react-scripts', 'react-syntax-highlighter', 'gh-pages']"
developit/htm,"Hyperscript Tagged Markup: JSX alternative using standard tagged templates, with compiler support.",8692,JavaScript,170,https://github.com/developit/htm,2018-07-30,2024-10-11,42,master,30,409,"['jsx', 'babel', 'babel-plugin', 'tagged-template', 'virtual-dom']",8692,377,False,False,True,False,16,en,True,False,False,False,False,False,False,True,False,False,Componente UX,"['@babel/core', '@babel/preset-env', '@types/jest', 'babel-jest', 'babel-preset-env', 'eslint', 'eslint-config-developit', 'jest', 'microbundle', 'preact', 'react']"
react-native-image-picker/react-native-image-picker,:sunrise_over_mountains: A React Native module that allows you to use native UI to select media from the device library or directly from the camera.,8461,Java,2078,https://github.com/react-native-image-picker/react-native-image-picker,2015-06-08,2024-10-10,307,main,166,839,"['react-native', 'image-picker', 'picker']",8461,2871,False,False,True,False,131,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@react-native-community/bob', '@semantic-release/git', '@types/react', '@types/react-native', 'semantic-release', 'typescript']"
GeekyAnts/vue-native-core,Vue Native is a framework to build cross platform native mobile apps using JavaScript,8318,JavaScript,297,https://github.com/GeekyAnts/vue-native-core,2018-02-23,2024-10-10,35,master,15,352,"['vue-native', 'vue', 'framework', 'javascript', 'ios', 'android', 'mobile-app-development']",8318,2273,True,True,True,False,11,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX,"['@babel/core', '@babel/preset-env', '@babel/preset-flow', 'babel-core', 'babel-eslint', 'babel-helper-vue-jsx-merge-props', 'babel-jest', 'babel-plugin-syntax-dynamic-import', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-decorators-legacy', 'babel-plugin-transform-vue-jsx', 'babel-preset-flow-vue', 'babel-preset-react', 'buble', 'change-case', 'cross-spawn', 'de-indent', 'eslint', 'eslint-config-prettier', 'eslint-plugin-flowtype', 'eslint-plugin-prettier', 'flow-bin', 'hash-sum', 'he', 'husky', 'jasmine', 'jasmine-core', 'jest', 'js-beautify', 'lodash', 'lodash.template', 'lru-cache', 'prettier', 'react', 'resolve', 'rollup', 'rollup-plugin-alias', 'rollup-plugin-buble', 'rollup-plugin-flow-no-whitespace', 'rollup-plugin-prettier', 'rollup-plugin-replace', 'serialize-javascript', 'typescript', 'uglify-js']"
CorentinTh/it-tools,"Collection of handy online tools for developers, with great UX. ",22000,Vue,2660,https://github.com/CorentinTh/it-tools,2020-04-05,2024-10-12,550,main,41,601,"['vuejs', 'tools', 'tool', 'converter', 'website', 'frontend', 'developer-tools', 'developer-productivity', 'productivity', 'javascript', 'typescript']",22000,12428,True,True,True,False,9,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@it-tools/bip39', '@it-tools/oggen', '@regexper/render', '@sindresorhus/slugify', '@tabler/icons-vue', '@tiptap/pm', '@tiptap/starter-kit', '@tiptap/vue-3', '@types/figlet', '@types/markdown-it', '@vicons/material', '@vicons/tabler', '@vueuse/core', '@vueuse/head', '@vueuse/router', 'bcryptjs', 'change-case', 'colord', 'composerize-ts', 'country-code-lookup', 'cron-validator', 'cronstrue', 'crypto-js', 'date-fns', 'dompurify', 'email-normalizer', 'emojilib', 'figlet', 'figue', 'fuse.js', 'highlight.js', 'iarna-toml-esm', 'ibantools', 'js-base64', 'json5', 'jwt-decode', 'libphonenumber-js', 'lodash', 'markdown-it', 'marked', 'mathjs', 'mime-types', 'monaco-editor', 'naive-ui', 'netmask', 'node-forge', 'oui-data', 'pdf-signature-reader', 'pinia', 'plausible-tracker', 'qrcode', 'randexp', 'sql-formatter', 'ua-parser-js', 'ulid', 'unicode-emoji-json', 'unplugin-auto-import', 'uuid', 'vue', 'vue-i18n', 'vue-router', 'vue-shadow-dom', 'vue-tsc', 'vuedraggable', 'xml-formatter', 'xml-js', 'yaml', '@antfu/eslint-config', '@iconify-json/mdi', '@intlify/unplugin-vue-i18n', '@playwright/test', '@rushstack/eslint-patch', '@tsconfig/node18', '@types/bcryptjs', '@types/crypto-js', '@types/dompurify', '@types/jsdom', '@types/lodash', '@types/mime-types', '@types/netmask', '@types/node', '@types/node-forge', '@types/qrcode', '@types/ua-parser-js', '@types/uuid', '@unocss/eslint-config', '@vitejs/plugin-vue', '@vitejs/plugin-vue-jsx', '@vue/compiler-sfc', '@vue/runtime-dom', '@vue/test-utils', '@vue/tsconfig', 'consola', 'eslint', 'hygen', 'jsdom', 'less', 'prettier', 'typescript', 'unocss', 'unocss-preset-scrollbar', 'unplugin-icons', 'unplugin-vue-components', 'vite', 'vite-plugin-pwa', 'vite-plugin-vue-markdown', 'vite-svg-loader', 'vitest', 'workbox-window', 'zx']"
reown-com/appkit,The full stack toolkit to build onchain app UX,4903,TypeScript,1385,https://github.com/reown-com/appkit,2018-03-29,2024-10-12,132,main,151,1794,"['walletconnect', 'plugin', 'widget', 'ethereum', 'wallet', 'integration', 'dapps', 'react']",4903,82636,False,True,True,False,292,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@changesets/changelog-github', '@changesets/cli', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitest/coverage-v8', 'danger', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-require-extensions', 'husky', 'prettier', 'turbo', 'typescript', 'vite', 'vitest', 'vite-plugin-node-polyfills', 'pino']"
adrianhajdin/project_modern_ui_ux_gpt3,Master the creation of Modern UX/UI Websites,3822,CSS,864,https://github.com/adrianhajdin/project_modern_ui_ux_gpt3,2021-10-23,2024-10-12,25,main,2,22,"['css', 'react', 'ui', 'ux']",3822,21705,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'react', 'react-dom', 'react-icons', 'react-scripts', 'web-vitals', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks']"
adrianhajdin/project_hoobank,Modern UI/UX website using React.js & Tailwind CSS,2525,JavaScript,890,https://github.com/adrianhajdin/project_hoobank,2022-08-08,2024-10-12,16,main,1,10,"['react', 'reactjs', 'tailwind', 'tailwindcss']",2525,2288,True,True,True,False,0,en,True,True,False,False,True,False,False,False,False,False,Componente UX,"['react', 'react-dom', '@types/react', '@types/react-dom', '@vitejs/plugin-react', 'autoprefixer', 'postcss', 'tailwindcss', 'vite']"
nikgraf/belle,Configurable React Components with great UX,2511,JavaScript,104,https://github.com/nikgraf/belle,2015-03-19,2024-09-13,48,master,18,1528,[],2511,19351,False,True,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['exenv', 'alex', 'babel', 'babel-cli', 'babel-core', 'babel-eslint', 'babel-jest', 'babel-loader', 'babel-plugin-react-transform', 'babel-preset-es2015', 'babel-preset-react', 'babel-preset-react-hmre', 'babel-preset-stage-0', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-react', 'jest-cli', 'prop-types', 'react', 'react-dom', 'react-test-renderer', 'react-transform-catch-errors', 'react-transform-hmr', 'redbox-react', 'webpack', 'webpack-dev-middleware', 'webpack-hot-middleware']"
sanniassin/react-input-mask,Input masking component for React. Made with attention to UX.,2230,JavaScript,256,https://github.com/sanniassin/react-input-mask,2015-06-13,2024-10-08,139,master,11,407,[],2230,2618,True,True,True,True,48,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['invariant', 'prop-types', 'warning', '@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-transform-modules-commonjs', '@babel/plugin-transform-proto-to-assign', '@babel/polyfill', '@babel/preset-env', '@babel/preset-react', '@babel/register', 'babel-eslint', 'babel-loader', 'babel-plugin-dev-expression', 'babel-plugin-minify-dead-code-elimination', 'babel-plugin-transform-react-remove-prop-types', 'chai', 'console-polyfill', 'cross-env', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'html-webpack-plugin', 'husky', 'karma', 'karma-chrome-launcher', 'karma-mocha', 'karma-webpack', 'lint-staged', 'mocha', 'prettier', 'puppeteer', 'react', 'react-dom', 'rollup', 'rollup-plugin-babel', 'rollup-plugin-commonjs', 'rollup-plugin-node-resolve', 'rollup-plugin-replace', 'rollup-plugin-size-snapshot', 'rollup-plugin-terser', 'webpack', 'webpack-cli', 'webpack-dev-server']"
KlausSchaefers/quant-ux,"Quant-UX - Prototype, Test and Learn",1918,Vue,198,https://github.com/KlausSchaefers/quant-ux,2019-04-22,2024-10-10,107,master,18,1556,[],1918,168344,True,True,True,False,0,en,True,True,False,False,False,False,False,True,False,True,Ferramenta UX,"['bulma', 'compression', 'd3', 'date-fns', 'express', 'file-saver', 'helmet', 'highlight.js', 'html-to-image', 'http-proxy-middleware', 'js-cookie', 'js-yaml', 'jszip', 'keycloak-js', 'prando', 'pretty', 'qrcode', 'remixicon', 'simplebar', 'umap-js', 'uuid', 'vue', 'vue-i18n', 'vue-router', 'vue2-ace-editor', '@babel/core', '@babel/eslint-parser', '@vue/cli-plugin-babel', '@vue/cli-plugin-eslint', '@vue/cli-plugin-router', '@vue/cli-plugin-unit-jest', '@vue/cli-service', '@vue/test-utils', '@vue/vue2-jest', 'babel-eslint', 'babel-jest', 'body-parser', 'core-js', 'eslint', 'eslint-plugin-vue', 'jest', 'jest-environment-jsdom', 'node-fetch', 'sass', 'sass-loader', 'vue-jest', 'vue-template-compiler']"
antares-sql/antares,"A modern, fast and productivity driven SQL client with a focus in UX",1802,Vue,123,https://github.com/antares-sql/antares,2020-04-30,2024-10-12,105,master,26,1796,"['sql', 'client', 'electron-app', 'vue', 'mysql', 'database', 'desktop-app', 'javascript', 'mariadb', 'linux-app', 'macos-app', 'windows-app', 'sql-client', 'electron', 'antares', 'postgresql', 'sqlite', 'sqlite3', 'typescript', 'firebirdsql']",1802,10254,True,True,True,False,130,en,True,True,False,False,False,False,True,False,False,False,Componente UX,"['@electron/remote', '@fabio286/ssh2-promise', '@faker-js/faker', '@jamescoyle/vue-icon', '@mdi/js', '@turf/helpers', '@vue/compiler-sfc', '@vueuse/core', 'ace-builds', 'babel-loader', 'better-sqlite3', 'chalk', 'cpu-features', 'cross-env', 'css-loader', 'electron-log', 'electron-store', 'electron-updater', 'electron-window-state', 'encoding', 'file-loader', 'floating-vue', 'html-webpack-plugin', 'json2php', 'leaflet', 'marked', 'mini-css-extract-plugin', 'moment', 'mysql2', 'node-firebird', 'node-loader', 'pg', 'pg-connection-string', 'pg-query-stream', 'pgsql-ast-parser', 'pinia', 'postcss-html', 'progress-webpack-plugin', 'rimraf', 'sass', 'sass-loader', 'source-map-support', 'spectre.css', 'sql-formatter', 'sql-highlight', 'style-loader', 'tree-kill', 'ts-loader', 'typescript', 'unzip-crx-3', 'v-mask', 'vue', 'vue-i18n', 'vue-loader', 'vuedraggable', 'webpack', 'webpack-cli', '@babel/eslint-parser', '@babel/preset-env', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@playwright/test', '@types/better-sqlite3', '@types/leaflet', '@types/marked', '@types/node', '@types/pg', '@types/ssh2', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'all-contributors-cli', 'electron', 'electron-builder', 'eslint', 'eslint-config-standard', 'eslint-plugin-import', 'eslint-plugin-node', 'eslint-plugin-promise', 'eslint-plugin-simple-import-sort', 'eslint-plugin-vue', 'husky', 'playwright', 'playwright-core', 'standard-version', 'stylelint', 'stylelint-config-recommended-vue', 'stylelint-config-standard', 'stylelint-scss', 'ts-node', 'vue-eslint-parser', 'webpack-dev-server', 'xvfb-maybe']"
mCaptcha/mCaptcha,A no-nonsense CAPTCHA system with seamless UX | Backend component,1685,Rust,69,https://github.com/mCaptcha/mCaptcha,2021-03-09,2024-10-10,41,master,17,692,"['mcaptcha', 'captcha', 'proof-of-work', 'privacy', 'self-hosted', 'rust', 'actix-web', 'spam-protection', 'ddos-protection', 'ddos-mitigation', 'self-host']",1685,34700,True,True,True,True,2,en,True,True,False,False,False,False,True,False,False,False,Componente UX,"['@mcaptcha/pow_sha256-polyfill', '@mcaptcha/vanilla-glue', '@mcaptcha/pow-wasm', '@types/jest', '@types/jsdom', '@types/node', '@types/sinon', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@wasm-tool/wasm-pack-plugin', 'css-loader', 'css-minimizer-webpack-plugin', 'eslint', 'jest', 'jest-environment-jsdom', 'jest-fetch-mock', 'jsdom', 'mini-css-extract-plugin', 'sass', 'sass-loader', 'sinon', 'ts-jest', 'ts-loader', 'ts-node', 'typescript', 'webpack', 'webpack-cli', 'webpack-dev-server']"
adrianhajdin/project_modern_ui_ux_restaurant,"This is a code repository for the corresponding video tutorial. In this video, we're going to build a Modern UI/UX Restaurant Landing Page Website",1410,JavaScript,369,https://github.com/adrianhajdin/project_modern_ui_ux_restaurant,2022-01-11,2024-10-11,13,main,2,13,"['react', 'reactjs', 'modern', 'ui', 'ux']",1410,44666,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'react', 'react-dom', 'react-icons', 'react-scripts', 'web-vitals', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks']"
neon-age/Smart-Inspector,Fluent re-take on Unity Inspector UX. Packed with QoL improvements.,922,C#,52,https://github.com/neon-age/Smart-Inspector,2021-06-13,2024-09-19,15,main,3,60,"['unity', 'ux', 'inspector', 'editor', 'extension', 'compact', 'ui', 'tabs', 'components', 'events', 'drawers', 'reordering', 'reorderable', 'fluent', 'ui-toolkit', 'toolkit', 'ui-elements', 'utils', 'helpers', 'styling']",922,512,True,True,True,False,6,en,True,False,False,False,False,False,False,False,False,False,Componente UX,[]
fgr-araujo/vue-shortkey,Vue-ShortKey - The ultimate shortcut plugin to improve the UX,887,JavaScript,101,https://github.com/fgr-araujo/vue-shortkey,2016-11-09,2024-10-11,63,master,17,177,"['vue-shortkey', 'shortcut', 'vuejs', 'vue']",887,2032,True,True,True,False,2,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['custom-event-polyfill', 'element-matches', 'array.prototype.find', 'babel-core', 'babel-loader', 'babel-preset-es2015', 'babel-preset-stage-3', 'babel-register', 'chai', 'cross-env', 'karma', 'karma-mocha', 'karma-phantomjs-launcher', 'karma-sinon-chai', 'karma-webpack', 'mocha', 'nyc', 'sinon', 'sinon-chai', 'vue', 'webpack']"
foundry-rs/forge-std,"Forge Standard Library is a collection of helpful contracts for use with forge and foundry. It leverages forge's cheatcodes to make writing tests easier and faster, while improving the UX of cheatcodes. For more in-depth usage examples checkout the tests.",833,Solidity,327,https://github.com/foundry-rs/forge-std,2021-12-24,2024-10-11,35,master,100,392,[],833,685,False,True,True,False,30,en,True,False,False,False,False,False,False,False,False,False,Componente UX,[]
Temzasse/react-modal-sheet,Flexible bottom sheet component built with Framer Motion to provide buttery smooth UX while keeping accessibility in mind 🪐,832,TypeScript,79,https://github.com/Temzasse/react-modal-sheet,2020-05-17,2024-10-12,24,main,13,172,"['reactjs', 'framer-motion', 'bottom-sheet', 'modal', 'accessibility']",832,51872,True,True,True,True,33,en,True,True,False,False,False,False,True,False,False,False,Componente UX,"['@arethetypeswrong/cli', '@types/react', '@types/react-dom', '@typescript-eslint/eslint-plugin', '@vitejs/plugin-react', 'csstype', 'eslint', 'eslint-config-prettier', 'eslint-config-standard-with-typescript', 'eslint-plugin-import', 'eslint-plugin-n', 'eslint-plugin-promise', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'framer-motion', 'history', 'husky', 'jsdom', 'parcel', 'prettier', 'react', 'react-aria', 'react-dom', 'react-icons', 'react-router', 'react-router-dom', 'react-stately', 'styled-components', 'tsup', 'typescript', 'vite', 'vitest']"
hicetnunc2000/hicetnunc,hicetnunc UI/UX,800,JavaScript,281,https://github.com/hicetnunc2000/hicetnunc,2020-09-05,2024-10-04,141,main,65,3807,"['tezos', 'react', 'ui-ux', 'dapp']",800,19583,True,True,True,True,6,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['@airgap/beacon-sdk', '@babel/core', '@taquito/beacon-wallet', '@taquito/michelson-encoder', '@taquito/taquito', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', 'axios', 'base-x', 'big-integer', 'buffer', 'classnames', 'compressorjs', 'conseiljs-softsigner', 'd3', 'eztz', 'eztz-lib', 'fetch', 'fflate', 'filereader', 'framer-motion', 'ipfs-api', 'ipfs-http-client', 'ipfs-only-hash', 'local-storage', 'lodash', 'markdown-to-jsx', 'mime-types', 'node-fetch', 'node-sass', 'react', 'react-dom', 'react-helmet', 'react-infinite-scroll-component', 'react-intersection-observer', 'react-lazy-load-image-component', 'react-masonry-css', 'react-pdf', 'react-player', 'react-router', 'react-router-dom', 'react-scripts', 'react-scroll', 'read-json-lines-sync', 'screenfull', 'web-encoding', 'prettier']"
wellyshen/react-cool-img,😎 🏞 A React <Img /> component let you handle image UX and performance as a Pro!,778,TypeScript,29,https://github.com/wellyshen/react-cool-img,2019-11-09,2024-09-14,23,master,6,1859,"['react', 'ui', 'img', 'placeholder', 'lazy-loading', 'auto-retry', 'component', 'intersection-observer', 'performance-optimization', 'ssr', 'ux', 'seo', 'typescript']",778,12584,True,True,True,False,28,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@babel/core', '@babel/plugin-proposal-class-properties', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@testing-library/react', '@testing-library/react-hooks', '@types/jest', '@types/react', '@types/react-dom', 'eslint', 'eslint-config-welly', 'husky', 'jest', 'lint-staged', 'npm-run-all', 'prettier', 'react', 'react-dom', 'react-test-renderer', 'rimraf', 'rollup', 'rollup-plugin-copy', 'rollup-plugin-size-snapshot', 'rollup-plugin-terser', 'ts-jest', 'typescript']"
adrianhajdin/travel_ui_ux,"Build and Deploy a Fully Responsive Modern UI/UX Website, React.js, Next.js 13, Tailwind CSS",762,TypeScript,191,https://github.com/adrianhajdin/travel_ui_ux,2023-10-12,2024-10-11,6,main,2,4,"['nextjs13', 'reactjs', 'tailwindcss']",762,5934,True,True,True,False,0,en,True,True,False,False,False,False,True,False,True,False,Componente UX,"['react', 'react-dom', 'next', 'typescript', '@types/node', '@types/react', '@types/react-dom', 'autoprefixer', 'postcss', 'tailwindcss']"
Voxelum/x-minecraft-launcher,An Open Source Minecraft Launcher with Modern UX.   Provide a Disk Efficient way to manage all your Mods!,689,TypeScript,103,https://github.com/Voxelum/x-minecraft-launcher,2017-06-28,2024-10-12,83,master,32,2575,"['electron-vue', 'electron', 'typescript', 'nodejs', 'vite', 'minecraft', 'minecraftforge', 'fabricmc', 'minecraft-launcher', 'modrinth', 'curseforge', 'custom-minecraft-launcher', 'quiltmc']",689,31983,False,True,True,False,143,en,True,False,False,False,False,False,False,False,False,False,Componente UX,[]
sonnylazuardi/react-native-nike-running,🏃 UI & UX Prototype of redesigned Nike+ Running for React Native 📱+ React Native DOM (Web)  🌏,682,JavaScript,98,https://github.com/sonnylazuardi/react-native-nike-running,2016-12-30,2024-09-19,1,master,2,17,[],682,8169,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['fontfaceobserver', 'react', 'react-native', 'react-native-dom', 'react-native-linear-gradient', 'react-native-maps', 'react-navigation', 'babel-jest', 'babel-preset-react-native', 'jest', 'react-test-renderer', 'rnpm-plugin-dom']"
6eDesign/svelte-calendar,A lightweight datepicker with neat animations and a unique UX.,539,Svelte,89,https://github.com/6eDesign/svelte-calendar,2018-11-25,2024-10-11,36,master,9,254,"['svelte', 'sveltejs', 'svelte-v3', 'svelte3', 'svelte-framework', 'datepicker', 'calendar-component', 'calendar-widget']",539,2849,True,True,True,True,46,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['dayjs', 'just-throttle', '@semantic-release/changelog', '@semantic-release/git', '@semantic-release/npm', '@sveltejs/adapter-static', '@sveltejs/kit', 'eslint', 'eslint-config-prettier', 'eslint-plugin-svelte3', 'p-limit', 'prettier', 'prettier-plugin-svelte', 'prism-svelte', 'prism-themes', 'prismjs', 'svelte', 'svelte-preprocess', 'svelte2tsx', 'typescript']"
AudiusProject/hedgehog,🦔 Build DApps like Apps -- A Metamask alternative that empowers you to build good UX,437,TypeScript,59,https://github.com/AudiusProject/hedgehog,2019-04-11,2024-09-25,3,main,8,59,[],437,728,True,True,True,False,0,en,True,True,False,False,False,False,True,False,False,False,Aplicação UX,"['bip39', 'browserify-cipher', 'ethereumjs-wallet', 'node-localstorage', 'randombytes', 'safe-buffer', '@tsconfig/node16-strictest', '@types/node', '@types/randombytes', 'mocha', 'rollup', 'rollup-plugin-copy', 'rollup-plugin-typescript2', 'standard', 'ts-mocha', 'typescript']"
okta/okta-signin-widget,HTML/CSS/JS widget that provides out-of-the-box authentication UX for your organization's apps,376,JavaScript,319,https://github.com/okta/okta-signin-widget,2015-11-17,2024-10-09,342,master,157,2500,[],376,142225,True,True,True,False,249,en,True,False,False,False,False,False,True,True,False,False,Componente UX,"['@okta/okta-auth-js', '@sindresorhus/to-milliseconds', '@types/backbone', '@types/eslint-scope', '@types/jquery', '@types/jqueryui', '@types/q', '@types/selectize', '@types/underscore', 'chokidar', 'clipboard', 'cross-fetch', 'handlebars', 'jquery', 'parse-ms', 'q', 'u2f-api-polyfill', 'underscore', '@babel/cli', '@babel/core', '@babel/eslint-parser', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-nullish-coalescing-operator', '@babel/plugin-proposal-optional-chaining', '@babel/plugin-transform-modules-commonjs', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-typescript', '@babel/register', '@babel/runtime', '@babel/runtime-corejs3', '@okta/eslint-plugin-okta', '@peculiar/webcrypto', '@rollup/plugin-alias', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-replace', '@rollup/plugin-strip', '@testcafe-community/axe', '@testing-library/testcafe', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@zerollup/ts-transform-paths', 'autoprefixer', 'axe-core', 'axios', 'babel-jest', 'babel-loader', 'babel-plugin-add-module-exports', 'babel-plugin-import', 'babel-plugin-istanbul', 'babel-plugin-transform-amd-to-commonjs', 'babel-plugin-tsconfig-paths-module-resolver', 'chalk', 'concurrently', 'core-js', 'cors', 'css-loader', 'cssnano', 'dotenv', 'eslint', 'eslint-import-resolver-typescript', 'eslint-import-resolver-webpack', 'eslint-plugin-compat', 'eslint-plugin-dirs', 'eslint-plugin-import', 'eslint-plugin-jasmine', 'eslint-plugin-json', 'eslint-plugin-local-rules', 'eslint-plugin-no-only-tests', 'eslint-plugin-testcafe-extended', 'eslint-plugin-webdriverio', 'event-hooks-webpack-plugin', 'expect', 'express', 'fs-extra', 'glob', 'grunt', 'grunt-cli', 'grunt-contrib-clean', 'grunt-contrib-connect', 'grunt-contrib-copy', 'grunt-contrib-watch', 'grunt-exec', 'grunt-properties-to-json', 'isomorphic-fetch', 'jasmine', 'jasmine-ajax', 'jasmine-core', 'jasmine-reporters', 'jest', 'jest-canvas-mock', 'jest-fetch-mock', 'jest-junit', 'jest-runner-tsd', 'junit-report-builder', 'load-grunt-tasks', 'mini-css-extract-plugin', 'mockdate', 'nodemon', 'npm-check', 'npm-run-all', 'patch-package', 'pixelmatch', 'pngjs', 'postcss', 'postcss-loader', 'postcss-scss', 'postinstall-postinstall', 'regenerator-runtime', 'retire', 'rimraf', 'rollup', 'rollup-plugin-amd', 'rollup-plugin-multi-input', 'rollup-plugin-visualizer', 'sass', 'sass-loader', 'shelljs', 'source-map-loader', 'stylelint', 'stylelint-checkstyle-formatter', 'stylelint-scss', 'terser-webpack-plugin', 'testcafe', 'time-grunt', 'ts-node', 'tsd', 'ttypescript', 'typescript', 'wait-for-expect', 'wait-on', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli', 'webpack-dev-server']"
mrk-us/sketchsheets,Free ready to print sketch sheet templates for UX designers,264,HTML,16,https://github.com/mrk-us/sketchsheets,2016-02-06,2024-04-19,1,master,0,29,"['templates', 'sketch', 'sketch-sheets', 'ux-design', 'wireframes', 'printing', 'design', 'design-tools', 'ui', 'ux']",264,53223,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Ferramenta UX,"['autoprefixer', 'browser-sync', 'ncp', 'npm-run-all', 'onchange', 'postcss-cli', 'pug', 'rimraf', 'stylus']"
evmts/tevm-monorepo,A library that enables next-generation UX and DX via putting an ethereum node in the browser and solidity in javascript,250,TypeScript,25,https://github.com/evmts/tevm-monorepo,2023-02-14,2024-10-10,23,main,14,1462,"['evm', 'forge', 'solidity', 'typescript']",250,77918,False,True,True,False,2755,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['@arethetypeswrong/cli', '@biomejs/biome', '@changesets/changelog-github', '@changesets/cli', '@effect/codemod', '@vitest/coverage-v8', '@vitest/ui', 'bun-types', 'concurrently', 'depcheck', 'dotenv', 'gitmoji-cli', 'jscodeshift', 'nx', 'publint', 'sort-package-json', 'starlight-typedoc', 'tsup', 'typedoc', 'typedoc-plugin-markdown', 'typescript', 'vite', 'vitest']"
hirbod/react-native-volume-manager,"React Native module which adds the ability to change the system volume on iOS and Android, listen to volume changes and supress the native volume UI to build your own volume slider or UX. It can listen to iOS mute switch and ringer mode changes on Android (and let you set the ringer mode)",236,TypeScript,16,https://github.com/hirbod/react-native-volume-manager,2022-06-02,2024-10-11,12,main,5,118,"['android', 'expo', 'ios', 'react', 'react-native']",236,4337,True,True,True,False,21,en,True,False,False,False,False,False,True,True,False,False,Componente UX,"['@commitlint/config-conventional', '@react-native-community/eslint-config', '@react-native-community/eslint-plugin', '@release-it/conventional-changelog', '@types/jest', '@types/react', 'babel-plugin-module-resolver', 'commitlint', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'husky', 'jest', 'pod-install', 'prettier', 'react', 'react-native', 'react-native-builder-bob', 'release-it', 'typescript']"
