name,description,stars,language,forks,url,created_at,updated_at,open_issues,default_branch,contributors_count,commits_count,topics,watchers,size,has_wiki,has_projects,has_issues,has_pages,releases_count,language_detected,package.json,package-lock.json,composer.json,composer.lock,vite.config.js,angular.json,tsconfig.json,babel.config.js,postcss.config.js,vue.config.js,category,Plugins
d3ward/toolz, Easy-to-use interface and extensive collection of testing tools for optimizing performance and user experience.,1156,EJS,99,https://github.com/d3ward/toolz,2019-09-01,2024-10-12,13,master,8,211,"['webtools', 'adblock', 'test', 'viewport-units', 'fonts']",1156,1177,False,False,True,True,0,en,True,True,False,False,False,False,False,False,False,False,Ferramenta UX,"['@babel/core', '@babel/preset-env', 'babel-loader', 'clean-webpack-plugin', 'copy-webpack-plugin', 'css-loader', 'css-minimizer-webpack-plugin', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-webpack-plugin', 'file-loader', 'glob', 'glob-all', 'html-loader', 'html-webpack-plugin', 'mini-css-extract-plugin', 'node-sass', 'postcss', 'prettier', 'purgecss-webpack-plugin', 'reachable-url', 'sass', 'sass-loader', 'style-loader', 'webpack-dev-server', 'webpack-merge', 'ejs', 'template-ejs-loader', 'webpack', 'webpack-cli']"
dyo/dyo,Dyo is a JavaScript library for building user interfaces.,948,JavaScript,39,https://github.com/dyo/dyo,2016-06-08,2024-09-18,3,master,8,1332,"['javascript', 'framework', 'virtual-dom']",948,6682,False,False,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['dyo', 'chai', 'eslint', 'esm', 'jsdom', 'mocha', 'nyc', 'rollup', 'rollup-plugin-terser', 'rollup-plugin-size']"
zircleUI/zircleUI,🚀 zircle-ui is a frontend library to develop zoomable user interfaces.,939,Vue,62,https://github.com/zircleUI/zircleUI,2017-08-17,2024-09-26,0,master,6,572,"['javascript', 'html', 'css', 'vue', 'zircle-ui', 'design', 'uikit', 'ui-components', 'frontend-library', 'experimental']",939,4790,False,False,True,True,17,en,True,True,False,False,False,False,False,True,True,False,Componente UX,"['vue', '@babel/eslint-parser', '@vue/cli-plugin-babel', '@vue/cli-plugin-eslint', '@vue/cli-plugin-unit-jest', '@vue/cli-service', '@vue/eslint-config-standard', '@vue/test-utils', '@vue/vue2-jest', 'babel-core', 'babel-jest', 'eslint', 'eslint-plugin-vue', 'jsdom-global', 'sass', 'sass-loader', 'vue-template-compiler']"
dec0dOS/zero-ui,ZeroUI - ZeroTier Controller Web UI - is a web user interface for a self-hosted ZeroTier network controller.,934,JavaScript,149,https://github.com/dec0dOS/zero-ui,2021-03-21,2024-10-12,41,main,10,322,"['zerotier', 'zerotier-one', 'sd-wan', 'vpn', 'zero-ui', 'sdn', 'sdn-controller', 'zerotier-controller', 'docker', 'nodejs', 'react']",934,7455,False,False,True,False,0,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@commitlint/cli', '@commitlint/config-conventional', 'commitizen', 'concurrently', 'cross-env', 'cz-conventional-changelog', 'husky', 'lint-staged', 'nodemon', 'prettier', 'rimraf', 'standard-version']"
garbles/yolk,:egg: A library for building asynchronous user interfaces.,925,JavaScript,32,https://github.com/garbles/yolk,2015-09-02,2024-09-29,19,master,13,479,[],925,1414,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['cuid', 'dift', 'dom-delegator', 'ev-store', 'global', 'individual', 'is-observable', 'parse-tag', 'rxjs', 'babel-cli', 'babel-eslint', 'babel-loader', 'babel-plugin-transform-flow-comments', 'babel-preset-es2015', 'babel-preset-stage-0', 'chai', 'eslint', 'eslint-config-airbnb', 'eslint-loader', 'eslint-plugin-react', 'flow-bin', 'istanbul-instrumenter-loader', 'jquery', 'karma', 'karma-chai', 'karma-chrome-launcher', 'karma-coverage', 'karma-firefox-launcher', 'karma-growl-reporter', 'karma-mocha', 'karma-mocha-reporter', 'karma-sourcemap-loader', 'karma-webpack', 'mocha', 'sinon', 'webpack']"
eduardolat/pgbackweb,🐘 Effortless PostgreSQL backups with a user-friendly web interface! 🌐💾,862,Go,40,https://github.com/eduardolat/pgbackweb,2024-07-19,2024-10-12,22,main,2,443,"['backup', 'backups', 'database', 'postgres', 'postgresql', 'restore', 's3']",862,1200,True,True,True,False,5,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX,"['daisyui', 'esbuild', 'standard', 'tailwindcss']"
elix/elix,"High-quality, customizable web components for common user interface patterns",824,JavaScript,39,https://github.com/elix/elix,2016-11-21,2024-10-07,12,main,12,2716,"['webcomponents', 'web-components', 'user-interface', 'javascript']",824,21737,True,True,True,False,48,en,True,True,False,False,False,False,True,False,False,False,Componente UX,"['@types/chai', '@types/mocha', '@types/sinon', 'chai', 'eslint', 'express', 'get-port', 'mocha', 'node-fetch', 'puppeteer', 'sinon', 'typescript']"
rphlr/42-Evals,"A curated collection of official 42 School evaluation sheets 📄✅, complete with a user-friendly web interface for streamlined navigation and self-assessment. 🖥️🚀 Explore, prepare, and excel in your peer evaluations. For the full experience, visit my web page!",785,JavaScript,62,https://github.com/rphlr/42-Evals,2023-02-03,2024-10-12,1,main,4,18408,"['42', '42born2code', '42school', '42-school', '42correction', '42cursus', '42lausanne', '42madrid', '42paris', '42projects']",785,105279,True,False,True,True,0,en,True,True,False,False,False,False,True,False,False,False,Aplicação UX,"['@headlessui/react', '@heroicons/react', '@prisma/client', '@vercel/analytics', '@vercel/speed-insights', 'install', 'jodit-react', 'next', 'npm', 'prisma', 'react', 'react-dom', 'react-hook-form', 'recharts', 'sweetalert2', 'sweetalert2-react-content', '@types/node', '@types/react', '@types/react-dom', 'daisyui', 'postcss', 'tailwindcss', 'typescript']"
nextapps-de/mikado,Mikado is the webs fastest template library for building user interfaces.,775,JavaScript,34,https://github.com/nextapps-de/mikado,2019-09-04,2024-10-11,4,master,9,283,"['template', 'templates', 'template-engine', 'templating', 'template-library', 'rendering-engine', 'virtual-dom', 'handlebars', 'mustache', 'mustache-templates', 'handlebars-template', 'reactive', 'observable', 'high-performance', 'express-middleware', 'server-side-rendering']",775,2869,True,True,True,True,19,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['html2json', 'babel-cli', 'babel-plugin-conditional-compile', 'babel-plugin-minify-constant-folding', 'babel-plugin-minify-dead-code-elimination', 'babel-plugin-minify-flip-comparisons', 'babel-plugin-minify-guarded-expressions', 'babel-plugin-minify-infinity', 'babel-plugin-minify-mangle-names', 'babel-plugin-minify-replace', 'babel-plugin-minify-simplify', 'babel-plugin-minify-type-constructors', 'babel-plugin-transform-member-expression-literals', 'babel-plugin-transform-merge-sibling-variables', 'babel-plugin-transform-minify-booleans', 'babel-plugin-transform-property-literals', 'babel-plugin-transform-simplify-comparison-operators', 'babel-plugin-transform-undefined-to-void', 'google-closure-compiler']"
grammarly/focal,Program user interfaces the FRP way.,723,TypeScript,34,https://github.com/grammarly/focal,2017-03-07,2024-10-12,12,master,14,463,"['typescript', 'react', 'rxjs', 'state-management', 'lenses']",723,1368,True,True,True,False,19,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['@types/react', '@types/react-dom', '@changesets/cli', '@typescript-eslint/eslint-plugin', '@typescript-eslint/eslint-plugin-tslint', '@typescript-eslint/parser', 'eslint', 'eslint-plugin-jsdoc', 'eslint-plugin-react', 'typescript']"
pengxiaotian/datav-vue,A Powerful Data Visualization Tool. Uses TypeScript And Vue3. Scenario-specific templates. User-friendly interfaces. 一款数据可视化应用搭建工具,715,Vue,205,https://github.com/pengxiaotian/datav-vue,2021-03-06,2024-08-28,16,main,2,399,"['vue3', 'vue', 'echarts', 'echarts5', 'typescript', 'datav', 'data-visualization', 'visualization', 'big-data', 'pinia']",715,105487,True,True,True,True,0,en,True,False,False,False,False,False,True,True,False,False,Componente UX,"['@monaco-editor/loader', '@vueuse/core', 'accounting', 'axios', 'axios-mock-adapter', 'crypto-js', 'dayjs', 'echarts', 'echarts-wordcloud', 'element-plus', 'gsap', 'html2canvas', 'js-cookie', 'lodash-es', 'mockjs', 'monaco-editor', 'naive-ui', 'number-precision', 'particles.vue3', 'pinia', 'shortid', 'tsparticles', 'vue', 'vue-echarts', 'vue-i18n', 'vue-router', '@babel/core', '@babel/preset-env', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@types/accounting', '@types/crypto-js', '@types/lodash-es', '@types/mockjs', '@types/shortid', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-vue', '@vue/compiler-sfc', '@vue/component-compiler-utils', '@vue/runtime-core', 'cross-env', 'eslint', 'eslint-plugin-import', 'eslint-plugin-vue', 'husky', 'lint-staged', 'plop', 'postcss', 'postcss-html', 'postcss-scss', 'rimraf', 'sass', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-standard', 'tslib', 'typescript', 'unplugin-element-plus', 'vite', 'vite-plugin-plain-text', 'vue-tsc']"
phibr0/obsidian-commander,Commander - Obsidian Plugin | Add Commands to every part of Obsidian's user interface,697,TypeScript,36,https://github.com/phibr0/obsidian-commander,2022-04-21,2024-10-12,85,main,10,92,"['obsidian', 'obsidian-md', 'obsidian-plugin']",697,417,False,False,True,False,35,en,True,True,False,False,False,False,True,False,False,False,Componente UX,"['array-move', 'canvas-confetti', 'preact', '@codemirror/autocomplete', '@codemirror/commands', '@codemirror/lang-css', '@codemirror/lang-html', '@codemirror/language', '@codemirror/lint', '@codemirror/search', '@codemirror/state', '@codemirror/view', '@types/canvas-confetti', '@types/node', '@types/react', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'builtin-modules', 'codemirror', 'codemirror6-themes', 'esbuild', 'esbuild-plugin-alias', 'esbuild-sass-plugin', 'node-fetch', 'npm-run-all', 'obsidian', 'tailwindcss', 'tslib', 'typescript']"
neo4j/neo4j-browser,"Neo4j Browser is the general purpose user interface for working with Neo4j. Query, visualize, administrate and monitor the database.",688,TypeScript,347,https://github.com/neo4j/neo4j-browser,2015-11-11,2024-10-11,75,master,96,6258,"['neo4j', 'graph-app']",688,255677,True,False,True,True,98,en,True,False,False,False,False,False,True,True,True,False,Aplicação UX,"['@apollo/client', '@heroicons/react', '@juggle/resize-observer', '@neo4j-cypher/antlr4', '@neo4j-cypher/editor-support', '@neo4j-cypher/extract-statements', '@neo4j-devtools/word-color', '@neo4j-ndl/base', '@neo4j-ndl/react', '@neo4j/browser-lambda-parser', '@sentry/integrations', '@sentry/react', '@sentry/tracing', 'apollo-upload-client', 'ascii-data-table', 'canvg', 'core-js', 'd3-color', 'd3-drag', 'd3-ease', 'd3-force', 'd3-scale', 'd3-selection', 'd3-shape', 'd3-transition', 'd3-zoom', 'deepmerge', 'file-saver', 'firebase', 'graphql', 'isomorphic-fetch', 'jsonic', 'jszip', 'lodash-es', 'memoize-one', 'monaco-editor', 'neo4j-client-sso', 'neo4j-driver', 'neo4j-driver-core', 're-resizable', 'react', 'react-dnd', 'react-dnd-html5-backend', 'react-dom', 'react-is', 'react-markdown', 'react-redux', 'react-suber', 'react-svg-inline', 'react-table', 'react-timeago', 'redux', 'redux-observable', 'regenerator-runtime', 'remark-gfm', 'rxjs', 'semantic-ui-react', 'semver', 'styled-components', 'suber', 'uuid', 'whatwg-url', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-transform-regenerator', '@babel/preset-env', '@babel/preset-react', '@hot-loader/react-dom', '@pmmmwh/react-refresh-webpack-plugin', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/react-hooks', '@types/apollo-upload-client', '@types/d3-color', '@types/d3-drag', '@types/d3-ease', '@types/d3-force', '@types/d3-scale', '@types/d3-selection', '@types/d3-shape', '@types/d3-transition', '@types/d3-zoom', '@types/dateformat', '@types/file-saver', '@types/jest', '@types/jsonic', '@types/lodash-es', '@types/react', '@types/react-dom', '@types/react-redux', '@types/react-svg-inline', '@types/react-table', '@types/redux-mock-store', '@types/semver', '@types/styled-components', '@types/uuid', '@types/whatwg-url', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'autoprefixer', 'babel-eslint', 'babel-jest', 'babel-loader', 'babel-plugin-dynamic-import-node', 'babel-plugin-module-resolver', 'babel-plugin-transform-react-jsx', 'babel-runtime', 'clean-webpack-plugin', 'copy-webpack-plugin', 'cross-env', 'css-loader', 'cypress', 'eslint', 'eslint-config-prettier', 'eslint-plugin-jsx', 'eslint-plugin-node', 'eslint-plugin-promise', 'eslint-plugin-import', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'express', 'file-loader', 'fork-ts-checker-notifier-webpack-plugin', 'fork-ts-checker-webpack-plugin', 'html-loader', 'html-webpack-plugin', 'husky', 'jest', 'jest-canvas-mock', 'js2xmlparser', 'json-loader', 'lint-staged', 'mini-css-extract-plugin', 'mockdate', 'monaco-editor-webpack-plugin', 'ncp', 'nock', 'postcss', 'postcss-loader', 'postcss-preset-env', 'precss', 'prettier-eslint', 'prettier-eslint-cli', 'raf', 'raw-loader', 'react-hot-loader', 'react-refresh', 'react-test-renderer', 'redux-mock-store', 'style-loader', 'ts-jest', 'ts-loader', 'typescript', 'typescript-plugin-styled-components', 'url-loader', 'wait-on', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli', 'webpack-dev-server', 'worker-loader', 'xml2js']"
MishanPoudel/Windows11-3.0,Experience the look and feel of Windows 11 directly in your browser with this web-based clone. Enjoy a similar user interface and functionality.,653,JavaScript,115,https://github.com/MishanPoudel/Windows11-3.0,2024-03-27,2024-10-12,2,main,1,113,"['clone-app', 'portfolio', 'portfolio-website', 'reactjs', 'windows-11', 'windows-11-web']",653,8560,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX,"['@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@vercel/analytics', '@vercel/speed-insights', 'devicons-react', 'framer-motion', 'react', 'react-dom', 'react-draggable', 'react-icons', 'react-router-dom', 'react-scripts', 'web-vitals', 'daisyui', 'tailwindcss']"
MohmmedAshraf/laravel-translations,"Laravel Translations UI package provides a user-friendly interface for managing translations in your Laravel application. It simplifies tasks such as adding, editing, deleting, and exporting translations. The package also includes a handy search feature and the ability to invite collaborators for easy translation management",623,PHP,86,https://github.com/MohmmedAshraf/laravel-translations,2022-11-13,2024-10-12,9,main,20,153,"['laravel', 'inertia', 'inertiajs', 'spatie', 'tailwind', 'tailwindcss', 'translation', 'translation-management', 'typescript', 'vue']",623,3588,False,False,True,False,28,en,True,True,True,False,True,False,True,False,True,False,Aplicação UX,"['@headlessui/vue', '@heroicons/vue', '@inertiajs/vue3', '@tailwindcss/forms', '@types/lodash', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-vue', '@vue/server-renderer', '@vueuse/components', '@vueuse/core', 'autoprefixer', 'axios', 'country-code-emoji', 'eslint', 'eslint-config-prettier', 'eslint-plugin-tailwindcss', 'eslint-plugin-unused-imports', 'eslint-plugin-vue', 'floating-vue', 'laravel-vite-plugin', 'lodash', 'mitt', 'momentum-modal', 'os', 'path', 'postcss', 'postcss-nesting', 'prettier', 'prettier-plugin-tailwindcss', 'sass', 'tailwindcss', 'twemoji', 'typescript', 'unplugin-auto-import', 'unplugin-vue-components', 'unplugin-vue-define-options', 'vite', 'vite-plugin-eslint', 'vite-plugin-watch', 'vue', 'vue-select', 'vue-toastification', 'vue-tsc', 'vue3-tabs-component', 'ziggy-js']"
ekvedaras/redis-gui,🔬 Modern graphical user interface to peek into redis database,563,Vue,36,https://github.com/ekvedaras/redis-gui,2020-08-22,2024-10-11,0,main,4,422,"['redis', 'gui', 'electron', 'vue', 'redis-gui']",563,5725,False,False,True,False,27,en,True,False,False,False,False,False,False,False,True,False,Componente UX,"['@meforma/vue-toaster', 'custom-electron-titlebar', 'dayjs', 'electron-updater', 'floating-vue', 'lodash', 'lowdb', 'mitt', 'pinia', 'pretty-bytes', 'redis', 'splitpanes', 'ssh2', 'vue', 'vue-clipboard3', 'vue-json-pretty', 'vue-universal-modal', 'vue3-shortkey', '@types/electron-devtools-installer', '@types/lodash', '@types/splitpanes', '@types/ssh2', '@types/node_redis', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-vue', '@vue/test-utils', 'autoprefixer', 'cross-env', 'electron', 'electron-builder', 'electron-devtools-installer', 'eslint', 'eslint-plugin-vue', 'happy-dom', 'nano-staged', 'playwright', 'postcss', 'postcss-import', 'simple-git-hooks', 'tailwindcss', 'typescript', 'vite', 'vitest', 'vue-tsc']"
shamansir/rpd,:ok_hand: A Minimal Engine for creating Node-Based Visual Programming User Interfaces,443,JavaScript,48,https://github.com/shamansir/rpd,2014-12-16,2024-10-08,210,master,3,1272,"['kefir', 'reactive-streams', 'reactive-programming', 'generative-art', 'flow-based-programming', 'dataflow-programming', 'graphics-programming', 'visualisation', 'pure-data', 'streams', 'rpd-engine', 'javascript']",443,18517,True,True,True,True,5,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['d3-selection', 'kefir', 'del', 'flow-bin', 'google-closure-compiler', 'gulp', 'gulp-closure-compiler', 'gulp-concat', 'gulp-download', 'gulp-file-parser', 'gulp-flowcheck', 'gulp-front-matter', 'gulp-gzip', 'gulp-header', 'gulp-layout', 'gulp-markdown', 'gulp-rename', 'gulp-size', 'gulp-util', 'gulp-watch', 'jasmine', 'jasmine-core', 'karma', 'karma-chrome-launcher', 'karma-jasmine', 'karma-mocha-reporter', 'karma-nyan-reporter', 'through2', 'yargs']"
bem/bem-react,A set of tools for developing user interfaces using the BEM methodology in React,440,TypeScript,64,https://github.com/bem/bem-react,2016-06-01,2024-10-04,43,master,42,899,"['react', 'bem', 'declarative', 'react-components', 'bem-methodology']",440,2774,False,False,True,True,42,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@commitlint/cli', '@commitlint/config-conventional', '@types/jest', '@types/react', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'chalk', 'eslint', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'gzip-size', 'husky', 'jest', 'jest-environment-jsdom', '@testing-library/react', 'lerna', 'lint-staged', 'prettier', 'pretty-bytes', 'react', 'react-dom', 'rollup', 'rollup-plugin-node-resolve', 'rollup-plugin-replace', 'rollup-plugin-strip-banner', 'rollup-plugin-terser', 'rollup-plugin-typescript2', 'ts-jest', 'typescript', 'tslib']"
Famous/framework,Build expressive user interfaces with consistent code and reusable components,396,JavaScript,65,https://github.com/Famous/framework,2015-05-26,2024-07-14,31,develop,15,1634,[],396,13158,True,True,True,False,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['async', 'babel', 'brfs', 'browserify', 'chokidar', 'clone', 'commander', 'escodegen', 'esprima', 'estraverse', 'express', 'famous', 'jsdom', 'livereload', 'lodash.assign', 'lodash.clone', 'lodash.debounce', 'lodash.defaults', 'lodash.filter', 'lodash.find', 'lodash.first', 'lodash.foreach', 'lodash.last', 'lodash.map', 'lodash.pairs', 'lodash.uniq', 'mkdirp', 'ncp', 'pubsub-js', 'recursive-readdir', 'rimraf', 'watchify', 'babel-eslint', 'eslint', 'jsdoc', 'smokestack', 'tap-closer', 'tape']"
Authman2/Mosaic,🎨 A front-end JavaScript library for building user interfaces!,385,TypeScript,11,https://github.com/Authman2/Mosaic,2019-01-04,2024-03-26,0,master,1,300,"['front-end', 'ui', 'components', 'javascript', 'webcomponents']",385,782,True,True,True,False,14,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['parcel-bundler', 'typescript']"
solidjs-community/solid-aria,A library of high-quality primitives that help you build accessible user interfaces with SolidJS.,289,TypeScript,16,https://github.com/solidjs-community/solid-aria,2022-04-21,2024-09-11,14,main,4,316,[],289,1334,True,True,True,False,100,en,True,False,False,False,False,False,True,False,False,False,Componente UX,"['@babel/core', '@babel/preset-env', '@babel/preset-typescript', '@changesets/cli', '@commitlint/cli', '@commitlint/config-conventional', '@commitlint/cz-commitlint', '@solid-primitives/event-listener', '@solid-primitives/keyed', '@solid-primitives/props', '@solid-primitives/utils', '@testing-library/dom', '@testing-library/jest-dom', '@testing-library/user-event', '@types/jest', '@types/node', '@types/testing-library__jest-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-preset-solid', 'commitizen', 'eslint', 'eslint-config-prettier', 'eslint-import-resolver-typescript', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-simple-import-sort', 'eslint-plugin-solid', 'husky', 'inquirer', 'jest', 'lint-staged', 'prettier', 'rollup', 'rollup-preset-solid', 'solid-js', 'solid-testing-library', 'sort-package-json', 'ts-jest', 'tsup', 'turbo', 'typescript', 'vite', 'vite-plugin-solid']"
arunbandari/mongo-gui,A web-based MongoDB graphical user interface,284,TypeScript,86,https://github.com/arunbandari/mongo-gui,2019-11-30,2024-09-28,54,master,8,196,"['mongodb', 'nodejs', 'angular', 'user-interface', 'gui', 'npm-package']",284,31004,True,True,True,False,0,en,True,True,False,False,False,False,False,False,False,False,Componente UX,"['base-64', 'body-parser', 'bson', 'connect-gzip-static', 'cors', 'dotenv', 'express', 'minimist', 'mongodb', 'openai']"
rdub80/aframe-gui,Graphical User Interface Component Framework for A-Frame VR,280,JavaScript,65,https://github.com/rdub80/aframe-gui,2017-06-24,2024-09-05,31,master,5,246,[],280,120558,True,True,True,True,0,en,True,False,False,False,False,False,False,False,False,False,Componente UX,"['babel-cli', 'babel-core', 'babel-loader', 'babel-preset-es2015', 'minifier', 'uglify-js', 'webpack', 'webpack-dev-server']"
kor-ui/kor,User Interface Component Library based on LitElement / lit-html,273,TypeScript,20,https://github.com/kor-ui/kor,2019-11-25,2024-09-29,16,develop,5,447,"['kor', 'litelement', 'webcomponents', 'lit-element', 'lit-html', 'design-system']",273,5714,True,True,True,False,13,en,True,True,False,False,False,False,True,False,False,False,Componente UX,"['lit', 'copy-webpack-plugin', 'html-webpack-plugin', 'lerna', 'terser-webpack-plugin', 'ts-loader', 'typescript', 'webpack', 'webpack-cli', 'webpack-dev-server']"
obsfx/libgen-downloader,A simple tool to search and download ebooks from libgen via terminal user interface.,262,TypeScript,26,https://github.com/obsfx/libgen-downloader,2019-12-21,2024-10-06,27,master,2,325,"['libgen', 'libgenesis', 'typescript', 'nodejs', 'command-line-tool', 'command-line', 'cli', 'react', 'ink', 'zustand', 'tui', 'terminal', 'user', 'interface', 'bulk-downloading', 'libgen-downloader', 'libgen-servers', 'download-ebooks']",262,90055,True,True,True,True,13,en,True,True,False,False,False,False,True,False,False,False,Componente UX,"['content-disposition', 'figures', 'filesize', 'ink', 'ink-spinner', 'ink-text-input', 'jsdom', 'meow', 'node-fetch', 'react', 'zustand', '@types/content-disposition', '@types/jsdom', '@types/node', '@types/node-fetch', '@types/react', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'pkg', 'prettier', 'react-devtools', 'rimraf', 'ts-node', 'typescript']"
ioanmo226/chatgpt-web-application,A web application that allows users to interact with various OpenAI's models through a simple and user-friendly interface.,249,JavaScript,104,https://github.com/ioanmo226/chatgpt-web-application,2023-01-27,2024-10-08,0,master,3,51,"['chatgpt', 'chatgpt-clone', 'openai', 'ai', 'dalle', 'dalle2', 'davinci-003', 'gpt3', 'image-generation', 'highlight-js', 'markdown-to-html', 'express', 'audio-text', 'whisper']",249,19576,True,True,True,False,4,en,True,True,False,False,False,False,False,False,False,False,Aplicação UX,"['cors', 'dotenv', 'express', 'multer', 'openai', 'uuid']"
wfp/designsystem,World Food Programme User Interface Kit. Developer kit for implementing WFP web style guideline.,222,JavaScript,103,https://github.com/wfp/designsystem,2015-05-27,2024-10-09,34,master,16,2370,"['js', 'reactjs', 'unitednations', 'worldfoodprogramme']",222,68855,True,True,True,False,28,en,True,True,False,False,False,False,False,False,False,False,Ferramenta UX,"['@carbon/import-once', 'invariant', 'react-popper-tooltip', 'sass', 'storybook-addon-designs', 'warning', 'window-or-global', '@babel/plugin-proposal-decorators', '@babel/plugin-proposal-do-expressions', '@babel/plugin-proposal-export-default-from', '@babel/plugin-proposal-export-namespace-from', '@babel/plugin-proposal-function-sent', '@babel/plugin-proposal-logical-assignment-operators', '@babel/plugin-proposal-pipeline-operator', '@babel/plugin-proposal-throw-expressions', '@babel/plugin-syntax-export-default-from', '@babel/plugin-syntax-import-meta', '@popperjs/core', '@semantic-release/commit-analyzer', '@semantic-release/exec', '@semantic-release/git', '@semantic-release/npm', '@semantic-release/release-notes-generator', '@storybook/addon-a11y', '@storybook/addon-actions', '@storybook/addon-backgrounds', '@storybook/addon-controls', '@storybook/addon-cssresources', '@storybook/addon-docs', '@storybook/addon-links', '@storybook/addon-toolbars', '@storybook/addon-viewport', '@storybook/addons', '@storybook/builder-webpack5', '@storybook/react', '@storybook/theming', '@tippy.js/react', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@wfp/icons', 'add', 'all-contributors-cli', 'autoprefixer', 'babel-eslint', 'babel-loader', 'babel-plugin-dev-expression', 'browserslist-config-carbon', 'classnames', 'clean-webpack-plugin', 'core-js', 'css-loader', 'enzyme', 'enzyme-adapter-react-16', 'enzyme-to-json', 'eslint', 'eslint-config-react-app', 'eslint-loader', 'eslint-plugin-flowtype', 'eslint-plugin-import', 'eslint-plugin-jsdoc', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'extract-text-webpack-plugin', 'fast-sass-loader', 'file-loader', 'final-form', 'flexboxgrid', 'fuse.js', 'generic-names', 'gzip-size', 'handlebars', 'jest', 'lint-staged', 'lodash.debounce', 'lodash.isequal', 'lodash.omit', 'mini-css-extract-plugin', 'moment', 'object-assign', 'postcss', 'postcss-cli', 'postcss-loader', 'prettier', 'pretty', 'prismjs', 'promise', 'prop-types', 'raw-loader', 'react', 'react-dates', 'react-dom', 'react-dropzone', 'react-final-form', 'react-hook-form', 'react-is', 'react-markdown', 'react-popper', 'react-prism', 'react-redux', 'react-select', 'react-table', 'react-toastify', 'react-truncate', 'recharts', 'redux-form', 'redux-form-website-template', 'requestanimationframe', 'rimraf', 'rollup', 'rollup-plugin-babel', 'rollup-plugin-commonjs', 'rollup-plugin-node-resolve', 'rollup-plugin-replace', 'rollup-plugin-strip-banner', 'rollup-plugin-terser', 'sass-loader', 'semantic-release', 'semantic-release-ado', 'story-description-loader', 'style-loader', 'terser-webpack-plugin', 'twig', 'validate-commit-msg', 'wcag-contrast', 'webpack', 'webpack-cli', 'whatwg-fetch', 'xml2js']"
sauzy34/react-native-multi-selectbox,Platform independent (Android / iOS) Selectbox | Picker | Multi-select | Multi-picker. The idea is to bring out the common user interface & user experience on both platforms.,212,JavaScript,32,https://github.com/sauzy34/react-native-multi-selectbox,2019-07-30,2024-07-20,47,master,3,52,"['react-native-select', 'react-native-component', 'react-native', 'react', 'selectbox', 'dropdown', 'picker', 'expo', 'expo-picker', 'expo-select', 'expo-selectbox', 'expo-multi-select', 'react-native-multiselect', 'multi-select', 'expo-dropdown']",212,2535,True,True,True,False,6,en,True,False,False,False,False,False,False,True,False,False,Componente UX,"['lodash', 'react', 'react-native', 'react-native-multi-selectbox', 'react-native-svg', '@babel/core', '@babel/runtime', '@react-native-community/eslint-config', 'babel-jest', 'eslint', 'eslint-config-prettier', 'eslint-config-react-app', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'jest', 'metro-react-native-babel-preset', 'prettier', 'react-test-renderer']"
